"ts_code","name"
"015638.OF","上投摩根成长动力C"
"014697.OF","南方誉稳一年持有A"
"014556.OF","富荣量化精选A"
"015169.OF","平安盈瑞六个月持有C"
"015424.OF","中金金选财富6个月持有A"
"014121.OF","大成品质医疗A"
"015453.OF","中欧中证500指数增强A"
"015672.OF","中加丰裕纯债C"
"014739.OF","广发恒祥C"
"015201.OF","创金合信动态平衡C"
"014140.OF","易方达高质量增长量化精选C"
"014698.OF","南方誉稳一年持有C"
"014565.OF","天弘恒生沪深港创新药精选50联接C"
"015632.OF","大成惠瑞一年定开"
"015200.OF","创金合信动态平衡A"
"015705.OF","万家现金宝E"
"014738.OF","广发恒祥A"
"015614.OF","华宝价值发现C"
"014564.OF","天弘恒生沪深港创新药精选50联接A"
"970154.OF","安信资管瑞安30天持有中短债A"
"970156.OF","安信资管瑞安30天持有中短债C"
"015634.OF","中金景气驱动C"
"970155.OF","安信资管瑞安30天持有中短债B"
"015371.OF","中加聚享增盈A"
"015372.OF","中加聚享增盈C"
"015449.OF","太平安元C"
"015437.OF","太平安元A"
"015633.OF","中金景气驱动A"
"013309.OF","易方达恒生科技联接C"
"015613.OF","华宝多策略C"
"013367.OF","汇添富多元价值发现A"
"013308.OF","易方达恒生科技联接A"
"015306.OF","银华鑫峰C"
"015240.OF","山西证券裕享C"
"015466.OF","太平中证1000A"
"015239.OF","山西证券裕享A"
"015467.OF","太平中证1000C"
"015603.OF","国泰君安君得盛C"
"015497.OF","华泰紫金中证医药50A"
"013368.OF","汇添富多元价值发现C"
"015498.OF","华泰紫金中证医药50C"
"015679.OF","景顺长城沪深300增强C"
"015688.OF","九泰泰富C"
"015305.OF","银华鑫峰A"
"015683.OF","景顺长城科技创新C"
"015671.OF","前海开源沪深300C"
"015402.OF","长江丰瑞3个月持有A"
"014846.OF","博时恒乐A"
"014749.OF","西部利得季季稳90天滚动C"
"517850.SH","张江ETF"
"015403.OF","长江丰瑞3个月持有C"
"015643.OF","招商同业存单指数7天持有"
"159797.SZ","医疗器械ETF基金"
"015652.OF","国投瑞银瑞利C"
"009109.OF","博远增益纯债A"
"014847.OF","博时恒乐C"
"014748.OF","西部利得季季稳90天滚动A"
"159798.SZ","消费50ETF"
"009110.OF","博远增益纯债C"
"014102.OF","鹏扬中债3-5年国开行C"
"014305.OF","华泰柏瑞中证500指数增强A"
"015359.OF","上投摩根博睿均衡一年持有A"
"015360.OF","上投摩根博睿均衡一年持有C"
"015640.OF","金鹰产业整合C"
"015028.OF","鹏华浙华一年持有A"
"015496.OF","景顺长城中证1000指数增强C"
"014306.OF","华泰柏瑞中证500指数增强C"
"015471.OF","万家鑫橙纯债A"
"015029.OF","鹏华浙华一年持有C"
"014101.OF","鹏扬中债3-5年国开行A"
"015500.OF","山西证券裕辰"
"015472.OF","万家鑫橙纯债C"
"014971.OF","华安红利精选C"
"013493.OF","景顺长城30天滚动C"
"014848.OF","泰达宏利闽利一年定开"
"970153.OF","中信建投智多鑫"
"513380.SH","恒生科技ETF指数"
"015495.OF","景顺长城中证1000指数增强A"
"014976.OF","华安升级主题C"
"014970.OF","华安低碳生活C"
"013492.OF","景顺长城30天滚动A"
"014975.OF","华安科技动力C"
"014770.OF","财通资管双福9个月持有C"
"014769.OF","财通资管双福9个月持有A"
"014935.OF","南方浩益进取聚申3个月持有C"
"015426.OF","东吴月月享30天持有A"
"013632.OF","富国利享回报12个月持有A"
"014884.OF","兴银合鑫"
"014934.OF","南方浩益进取聚申3个月持有A"
"561560.SH","电力ETF"
"013633.OF","富国利享回报12个月持有C"
"014655.OF","中融益海30天滚动A"
"015109.OF","中泰安益利率债C"
"015108.OF","中泰安益利率债A"
"014656.OF","中融益海30天滚动C"
"015427.OF","东吴月月享30天持有C"
"015420.OF","工银安盈D"
"931204.OF","国信现金增利"
"015558.OF","万家中证红利C"
"015419.OF","工银安盈C"
"880013.OF","招商资管智远天添利"
"015566.OF","万家精选C"
"014217.OF","国泰利享中短债E"
"013424.OF","宝盈安盛中短债C"
"013423.OF","宝盈安盛中短债A"
"015209.OF","华夏鼎成一年定开"
"015320.OF","长江新兴产业A"
"014855.OF","嘉实中证半导体增强C"
"015377.OF","兴证全球优选稳健六个月持有A"
"014854.OF","嘉实中证半导体增强A"
"014481.OF","华夏鼎优C"
"015481.OF","中欧睿见C"
"015609.OF","鹏华安盈宝C"
"014480.OF","华夏鼎优A"
"015321.OF","长江新兴产业C"
"015378.OF","兴证全球优选稳健六个月持有C"
"015573.OF","华宝收益增长C"
"159625.SZ","绿色电力ETF"
"013545.OF","华夏卓信一年定开"
"015266.OF","中邮睿泽一年持有A"
"015489.OF","申万菱信稳鑫30天滚动A"
"015267.OF","中邮睿泽一年持有C"
"015490.OF","申万菱信稳鑫30天滚动C"
"012929.OF","银华中证光伏产业联接C"
"015572.OF","国投瑞银瑞源C"
"012928.OF","银华中证光伏产业联接A"
"015474.OF","工银瑞恒3个月定开C"
"015391.OF","上银新能源产业精选A"
"015410.OF","中信建投景安A"
"015473.OF","工银瑞恒3个月定开A"
"015411.OF","中信建投景安C"
"015392.OF","上银新能源产业精选C"
"013283.OF","中欧兴盈一年定开"
"014490.OF","浙商汇金双月鑫60天滚动中短债A"
"013713.OF","方正富邦鑫益一年定开C"
"015283.OF","华安恒生科技联接C"
"013181.OF","安信港股通精选A"
"015282.OF","华安恒生科技联接A"
"014882.OF","鑫元悦享60天滚动中短债A"
"014883.OF","鑫元悦享60天滚动中短债C"
"013182.OF","安信港股通精选C"
"013487.OF","华安领荣一年定开"
"014415.OF","招商中证畜牧养殖联接C"
"010747.OF","宝盈祥和9个月定开A"
"013917.OF","中融成长先锋一年持有C"
"014414.OF","招商中证畜牧养殖联接A"
"013712.OF","方正富邦鑫益一年定开A"
"014353.OF","东方创新成长C"
"010748.OF","宝盈祥和9个月定开C"
"013916.OF","中融成长先锋一年持有A"
"014078.OF","华商稳健汇利一年持有C"
"014352.OF","东方创新成长A"
"014491.OF","浙商汇金双月鑫60天滚动中短债C"
"014077.OF","华商稳健汇利一年持有A"
"015503.OF","中欧中短债C"
"014894.OF","东吴中债1-3年政策性金融债A"
"015562.OF","长城医疗保健C"
"015551.OF","泰达宏利昇利一年定开"
"015302.OF","博时双季乐六个月持有C"
"015301.OF","博时双季乐六个月持有A"
"014693.OF","万家兴恒回报一年持有A"
"013267.OF","天弘安康颐利A"
"015451.OF","兴华安丰纯债A"
"014577.OF","华泰柏瑞恒悦A"
"013866.OF","中信建投景明一年定开"
"013268.OF","天弘安康颐利C"
"014578.OF","华泰柏瑞恒悦C"
"015563.OF","天弘丰利C"
"014694.OF","万家兴恒回报一年持有C"
"015561.OF","长城双动力C"
"015502.OF","中欧中短债A"
"014365.OF","建信优享平衡养老目标三年持有"
"014895.OF","东吴中债1-3年政策性金融债C"
"015452.OF","兴华安丰纯债C"
"015300.OF","华夏纳斯达克100联接C"
"015329.OF","华泰紫金中证细分化工产业主题C"
"015299.OF","华夏纳斯达克100联接A"
"013767.OF","平安价值回报A"
"013768.OF","平安价值回报C"
"015518.OF","华夏纳斯达克100联接美元现汇A"
"015328.OF","华泰紫金中证细分化工产业主题A"
"015272.OF","博时恒益稳健一年持有A"
"015273.OF","博时恒益稳健一年持有C"
"014413.OF","招商核心竞争力C"
"508018.SH","华夏中国交建REIT"
"014412.OF","招商核心竞争力A"
"015076.OF","中加恒享三个月定开"
"014692.OF","中加量化研选C"
"014691.OF","中加量化研选A"
"015499.OF","东海祥苏E"
"870004.OF","广发资管智荟广易六个月持有A"
"872030.OF","广发资管智荟广易六个月持有C"
"014079.OF","华夏行业配置一年封闭C"
"015526.OF","大成动态量化C"
"013538.OF","鹏华永宁3个月定开"
"970130.OF","国海证券安盈A"
"159618.SZ","光伏ETF华安"
"501217.SH","行业配置FOF"
"513530.SH","港股通红利ETF"
"970131.OF","国海证券安盈C"
"011227.OF","西部利得聚盈一年定开C"
"014916.OF","财通匠心优选一年持有C"
"015205.OF","银华全球新能源车量化优选C"
"013675.OF","长城价值甄选一年持有C"
"015079.OF","永赢成长远航一年持有A"
"010949.OF","景顺长城研究驱动三年持有"
"014865.OF","南方富祥稳健养老目标一年持有A"
"015080.OF","永赢成长远航一年持有C"
"011226.OF","西部利得聚盈一年定开A"
"013503.OF","易方达中证内地低碳经济主题联接C"
"014915.OF","财通匠心优选一年持有A"
"013674.OF","长城价值甄选一年持有A"
"015204.OF","银华全球新能源车量化优选A"
"013502.OF","易方达中证内地低碳经济主题联接A"
"014759.OF","中欧琪福A"
"014760.OF","中欧琪福C"
"014825.OF","汇泉兴至未来一年持有A"
"014826.OF","汇泉兴至未来一年持有C"
"970149.OF","银河水星双季增利六个月持有C"
"970142.OF","太平洋证券30天滚动A"
"011901.OF","南方竞争优势A"
"970148.OF","银河水星双季增利六个月持有A"
"015364.OF","汇丰晋信价值先锋C"
"014890.OF","南方浩泰平衡优选一年持有A"
"015389.OF","宝盈转型动力C"
"517760.SH","消费TOPETF"
"011902.OF","南方竞争优势C"
"014950.OF","汇安润阳三年持有A"
"014891.OF","南方浩泰平衡优选一年持有C"
"014951.OF","汇安润阳三年持有C"
"970143.OF","太平洋证券30天滚动C"
"014830.OF","诺德新能源汽车C"
"014829.OF","诺德新能源汽车A"
"013843.OF","银华新锐成长C"
"013842.OF","银华新锐成长A"
"013650.OF","华安乾煜A"
"014266.OF","创金合信汇鑫一年定开"
"014820.OF","华安创新医药锐选量化A"
"014821.OF","华安创新医药锐选量化C"
"015442.OF","建信福泽安泰C"
"014361.OF","红塔红土稳健添利C"
"012989.OF","天弘国证港股通50A"
"014337.OF","中银证券安瑞6个月持有A"
"014360.OF","红塔红土稳健添利A"
"013891.OF","国泰睿毅三年持有C"
"015353.OF","中欧诚选一年持有C"
"013890.OF","国泰睿毅三年持有A"
"012990.OF","天弘国证港股通50C"
"015086.OF","中欧核心消费C"
"015332.OF","恒生前海恒利纯债C"
"014338.OF","中银证券安瑞6个月持有C"
"560880.SH","家电ETF龙头"
"014842.OF","东方阿尔法医疗健康C"
"015331.OF","恒生前海恒利纯债A"
"970140.OF","国元元赢30天持有A"
"970141.OF","国元元赢30天持有C"
"014263.OF","鑫元长三角区域主题A"
"013670.OF","国联安恒泰3个月定开纯债"
"014841.OF","东方阿尔法医疗健康A"
"015085.OF","中欧核心消费A"
"015082.OF","兴业90天滚动中短债C"
"015081.OF","兴业90天滚动中短债A"
"014264.OF","鑫元长三角区域主题C"
"015352.OF","中欧诚选一年持有A"
"013420.OF","富国鑫汇养老目标日期2045五年持有"
"013001.OF","广发盛泽一年持有期C"
"015053.OF","东方红医疗升级C"
"013062.OF","国寿安保安诚纯债一年定开"
"014464.OF","交银裕道纯债一年定开"
"014870.OF","方正富邦稳丰一年定开"
"012961.OF","招商创业板大盘联接A"
"014215.OF","光大保德信核心资产C"
"014630.OF","汇添富中证人工智能主题联接A"
"015388.OF","中欧沪深300指数增强C"
"014214.OF","光大保德信核心资产A"
"014475.OF","华富富鑫一年定开"
"015052.OF","东方红医疗升级A"
"013000.OF","广发盛泽一年持有期A"
"014631.OF","汇添富中证人工智能主题联接C"
"014218.OF","汇添富中证科创创业50指数增强A"
"014219.OF","汇添富中证科创创业50指数增强C"
"012962.OF","招商创业板大盘联接C"
"015387.OF","中欧沪深300指数增强A"
"014807.OF","泰达宏利景气智选18个月持有A"
"014808.OF","泰达宏利景气智选18个月持有C"
"013672.OF","国联安恒悦90天持有A"
"013401.OF","大成稳益90天滚动E"
"970147.OF","财达证券稳达三个月滚动C"
"013399.OF","大成稳益90天滚动A"
"014076.OF","华商鸿源三个月定开纯债"
"970146.OF","财达证券稳达三个月滚动A"
"014017.OF","中信建投品质优选一年持有C"
"013673.OF","国联安恒悦90天持有C"
"014016.OF","中信建投品质优选一年持有A"
"015468.OF","嘉实农业产业C"
"013400.OF","大成稳益90天滚动C"
"970144.OF","财达证券稳达中短债A"
"970145.OF","财达证券稳达中短债C"
"015304.OF","鹏扬丰融价值先锋一年持有C"
"013928.OF","银华尊和养老目标日期2045三年持有A"
"014735.OF","广发睿合C"
"013575.OF","鹏扬品质精选A"
"013576.OF","鹏扬品质精选C"
"014948.OF","融通新能源C"
"014707.OF","华富匠心明选一年持有C"
"015423.OF","浦银安盛普裕"
"014814.OF","格林泓皓纯债"
"014734.OF","广发睿合A"
"014706.OF","华富匠心明选一年持有A"
"004864.OF","泰康现金管家货币D"
"015303.OF","鹏扬丰融价值先锋一年持有A"
"013761.OF","中欧星选一年持有A"
"015456.OF","信澳领先增长C"
"014938.OF","同泰产业升级A"
"015484.OF","前海开源中证大农业增强C"
"011318.OF","光大保德信中短期利率债"
"004964.OF","银华惠添益C"
"014772.OF","中泰红利价值一年持有"
"014939.OF","同泰产业升级C"
"013762.OF","中欧星选一年持有C"
"014912.OF","南方信元"
"014771.OF","中泰红利优选一年持有"
"013775.OF","易方达趋势优选C"
"015462.OF","天弘云端生活优选C"
"015312.OF","国金及第中短债B"
"015455.OF","信澳周期动力C"
"015336.OF","嘉实中证芯片产业A"
"015337.OF","嘉实中证芯片产业C"
"014176.OF","工银价值成长C"
"015459.OF","天弘精选C"
"159831.SZ","上海金ETF基金"
"014334.OF","工银优势领航C"
"015460.OF","天弘优质成长企业精选C"
"015463.OF","天弘永定成长C"
"015461.OF","天弘互联网C"
"015475.OF","天弘文化新兴产业C"
"015450.OF","华泰柏瑞多策略C"
"015270.OF","南方养老目标日期2050五年持有"
"014333.OF","工银优势领航A"
"013774.OF","易方达趋势优选A"
"015458.OF","天弘周期策略C"
"015156.OF","浦银安盛稳健回报6个月持有C"
"014175.OF","工银价值成长A"
"015155.OF","浦银安盛稳健回报6个月持有A"
"161133.SZ","优势回报FOF-LOF"
"015231.OF","富国智选稳进3个月持有A"
"013965.OF","达诚定海双月享60天滚动C"
"015144.OF","中欧智能制造C"
"015274.OF","英大安益中短债A"
"014478.OF","中加低碳经济六个月持有A"
"015406.OF","国寿安保稳信E"
"014576.OF","农银汇理瑞丰6个月持有"
"013964.OF","达诚定海双月享60天滚动A"
"015275.OF","英大安益中短债C"
"015143.OF","中欧智能制造A"
"015383.OF","长城久富C"
"014479.OF","中加低碳经济六个月持有C"
"015232.OF","富国智选稳进3个月持有C"
"015295.OF","申万菱信鑫享稳健A"
"015296.OF","申万菱信鑫享稳健C"
"015407.OF","国寿安保稳弘E"
"015212.OF","招商安鼎平衡1年持有C"
"015436.OF","建信优化配置C"
"014511.OF","英大安盈30天滚动A"
"014512.OF","英大安盈30天滚动C"
"014910.OF","东方红短债A"
"015211.OF","招商安鼎平衡1年持有A"
"014502.OF","泰信汇盈A"
"014911.OF","东方红短债C"
"014503.OF","泰信汇盈C"
"014805.OF","国金量化精选A"
"013719.OF","兴银稳益30天持有C"
"015439.OF","长盛安逸纯债E"
"015000.OF","华泰保兴吉年盈C"
"015385.OF","华商智能生活C"
"014999.OF","华泰保兴吉年盈A"
"159833.SZ","上海金基金ETF"
"013718.OF","兴银稳益30天持有A"
"013213.OF","兴业嘉鸿一年定开"
"014806.OF","国金量化精选C"
"013856.OF","嘉实品质发现C"
"013855.OF","嘉实品质发现A"
"013614.OF","泰信鑫瑞A"
"014709.OF","天弘臻选健康C"
"014654.OF","建信卓越成长一年持有C"
"014676.OF","惠升和顺恒利3个月定开C"
"014675.OF","惠升和顺恒利3个月定开A"
"014653.OF","建信卓越成长一年持有A"
"014708.OF","天弘臻选健康A"
"015390.OF","万家瑞兴C"
"013615.OF","泰信鑫瑞C"
"015384.OF","万家瑞隆C"
"014315.OF","鹏华双季享180天持有A"
"014553.OF","中航瑞华ESG一年定开C"
"014316.OF","鹏华双季享180天持有C"
"013040.OF","海富通欣润C"
"015386.OF","中银主题策略C"
"015365.OF","中银动态策略C"
"014195.OF","泰信添利30天持有A"
"015395.OF","招商体育文化休闲C"
"015394.OF","交银科技创新C"
"014196.OF","泰信添利30天持有C"
"015396.OF","南方潜力新蓝筹C"
"013409.OF","蜂巢丰和C"
"013408.OF","蜂巢丰和A"
"014552.OF","中航瑞华ESG一年定开A"
"013039.OF","海富通欣润A"
"517900.SH","银行ETF优选"
"013053.OF","天弘国证龙头家电A"
"012855.OF","英大中证ESG120策略C"
"014913.OF","博时研究回报A"
"015089.OF","中银景福回报C"
"015308.OF","鑫元安鑫回报D"
"013696.OF","广发安裕稳健养老目标一年持有A"
"014695.OF","长盛先进制造六个月持有期A"
"014696.OF","长盛先进制造六个月持有期C"
"852089.OF","海通鑫诚六个月持有A"
"012854.OF","英大中证ESG120策略A"
"012959.OF","平安盈悦稳进回报1年持有A"
"012960.OF","平安盈悦稳进回报1年持有C"
"015279.OF","西藏东财沪深300C"
"013984.OF","中金稳健增长C"
"013737.OF","嘉实短债A"
"852099.OF","海通鑫诚六个月持有C"
"015398.OF","招商安润C"
"012999.OF","招商稳旺C"
"015222.OF","汇添富积极回报一年持有C"
"014914.OF","博时研究回报C"
"015278.OF","西藏东财沪深300A"
"013158.OF","华夏安康稳健养老目标一年持有A"
"013054.OF","天弘国证龙头家电C"
"012998.OF","招商稳旺A"
"015221.OF","汇添富积极回报一年持有A"
"013983.OF","中金稳健增长A"
"014284.OF","鑫元皓利一年定开"
"013738.OF","嘉实短债C"
"014845.OF","中银新趋势C"
"014905.OF","易方达悦稳一年持有C"
"014904.OF","易方达悦稳一年持有A"
"513070.SH","港股消费50ETF"
"014489.OF","国投瑞银产业升级两年持有C"
"012991.OF","大成民享安盈一年持有期A"
"014488.OF","国投瑞银产业升级两年持有A"
"015323.OF","广发集源E"
"015370.OF","华泰柏瑞季季红C"
"013495.OF","信澳产业优选一年持有A"
"013496.OF","信澳产业优选一年持有C"
"013873.OF","平安中证医药及医疗器械创新A"
"013874.OF","平安中证医药及医疗器械创新C"
"015356.OF","西部利得新润C"
"015322.OF","广发鑫享C"
"012992.OF","大成民享安盈一年持有期C"
"015361.OF","西部利得新盈C"
"015379.OF","国泰瞬利D"
"013828.OF","华泰柏瑞鸿益30天滚动短债C"
"014741.OF","财通资管鸿商中短债C"
"015380.OF","国泰瞬利E"
"014032.OF","南方发展机遇一年持有C"
"014031.OF","南方发展机遇一年持有A"
"015346.OF","上投摩根健康品质生活C"
"015141.OF","华泰紫金周周购6个月滚动A"
"015142.OF","华泰紫金周周购6个月滚动C"
"013827.OF","华泰柏瑞鸿益30天滚动短债A"
"014740.OF","财通资管鸿商中短债A"
"015009.OF","汇安永利30天持有C"
"015008.OF","汇安永利30天持有A"
"014922.OF","华夏ESG可持续投资一年持有A"
"015032.OF","中融医药消费A"
"014705.OF","国泰君安君得利短债C"
"015110.OF","惠升领先优选A"
"013016.OF","海富通惠鑫C"
"015033.OF","中融医药消费C"
"015111.OF","惠升领先优选C"
"014974.OF","景顺长城景泰悦利三个月定开C"
"952001.OF","国泰君安君得利短债A"
"012843.OF","海富通恒益金融债一年定开"
"013015.OF","海富通惠鑫A"
"014973.OF","景顺长城景泰悦利三个月定开A"
"014923.OF","华夏ESG可持续投资一年持有C"
"014619.OF","财通资管稳兴增益六个月持有A"
"014620.OF","财通资管稳兴增益六个月持有C"
"015139.OF","泰康医疗健康A"
"014296.OF","农银汇理金穗优选6个月持有C"
"014492.OF","浙商汇金兴利增强A"
"014942.OF","鹏华中证细分化工产业主题联接A"
"014559.OF","华商品质慧选C"
"014774.OF","华安品质领先C"
"014819.OF","国金新兴价值C"
"015098.OF","中欧鑫享鼎益一年持有A"
"015099.OF","中欧鑫享鼎益一年持有C"
"014295.OF","农银汇理金穗优选6个月持有A"
"013693.OF","博道盛兴一年持有"
"015225.OF","汇添富中证细分化工产业主题指数增强A"
"014615.OF","尚正正鑫A"
"014616.OF","尚正正鑫C"
"015005.OF","中邮能源革新C"
"015140.OF","泰康医疗健康C"
"014818.OF","国金新兴价值A"
"014773.OF","华安品质领先A"
"562520.SH","1000成长ETF"
"014328.OF","格林新兴产业C"
"517780.SH","红300ETF"
"015226.OF","汇添富中证细分化工产业主题指数增强C"
"013096.OF","安信远见成长C"
"015004.OF","中邮能源革新A"
"014558.OF","华商品质慧选A"
"014327.OF","格林新兴产业A"
"014943.OF","鹏华中证细分化工产业主题联接C"
"014493.OF","浙商汇金兴利增强C"
"013095.OF","安信远见成长A"
"014006.OF","中银养老目标日期2050五年持有"
"015199.OF","汇添富移动互联D"
"159776.SZ","港股通医药ETF"
"015181.OF","汇添富逆向投资C"
"015180.OF","汇添富美丽30D"
"013760.OF","招商精选平衡C"
"015190.OF","汇添富行业整合主题C"
"015202.OF","汇添富全球移动互联C"
"015196.OF","汇添富智能制造C"
"015191.OF","汇添富行业整合主题D"
"015203.OF","汇添富全球移动互联D"
"015187.OF","汇添富消费升级C"
"015198.OF","汇添富移动互联C"
"013759.OF","招商精选平衡A"
"015192.OF","汇添富社会责任C"
"015188.OF","汇添富消费升级D"
"015194.OF","汇添富新兴消费C"
"015309.OF","国投瑞银境煊E"
"015193.OF","汇添富社会责任D"
"015183.OF","汇添富文体娱乐主题C"
"015184.OF","汇添富文体娱乐主题D"
"015182.OF","汇添富逆向投资D"
"015179.OF","汇添富美丽30C"
"015195.OF","汇添富新兴消费D"
"015197.OF","汇添富智能制造D"
"013110.OF","华夏优势价值一年持有C"
"159787.SZ","建材ETF易方达"
"015107.OF","百嘉百顺纯债C"
"014607.OF","招商高端装备C"
"013109.OF","华夏优势价值一年持有A"
"014765.OF","中欧碳中和A"
"015106.OF","百嘉百顺纯债A"
"014606.OF","招商高端装备A"
"014766.OF","中欧碳中和C"
"159796.SZ","电池50ETF"
"014753.OF","长信稳健增长一年持有C"
"014752.OF","长信稳健增长一年持有A"
"013909.OF","银华尊禧稳健养老一年持有A"
"015049.OF","招商添安1年定开"
"014399.OF","中银民利一年持有A"
"517500.SH","游戏沪港深ETF"
"015171.OF","申万菱信医药先锋C"
"513320.SH","恒生新经济ETF"
"014400.OF","中银民利一年持有C"
"015249.OF","国泰君安60天滚动中短债C"
"952050.OF","国泰君安60天滚动中短债B"
"015248.OF","国泰君安60天滚动中短债A"
"015176.OF","申万菱信医药生物C"
"013397.OF","上银稳健优选12个月持有A"
"159834.SZ","金ETF"
"513960.SH","港股通消费ETF"
"013824.OF","汇丰晋信慧悦"
"015208.OF","信澳健康中国C"
"560600.SH","医药创新"
"015271.OF","财通多策略升级C"
"015175.OF","申万菱信稳益宝C"
"015254.OF","申万菱信消费增长C"
"013398.OF","上银稳健优选12个月持有C"
"013625.OF","嘉实价值创造三年持有C"
"159832.SZ","平安金ETF"
"013994.OF","中欧光熠一年持有C"
"013848.OF","华泰柏瑞匠心汇选C"
"013847.OF","华泰柏瑞匠心汇选A"
"012700.OF","易方达中证全指证券公司ETF联接C"
"970138.OF","银河安益9个月持有A"
"015102.OF","东方红ESG可持续投资A"
"014813.OF","浙商大数据智选消费C"
"014662.OF","天弘上海金联接C"
"015006.OF","中欧量化动力A"
"015010.OF","嘉合锦鑫A"
"013993.OF","中欧光熠一年持有A"
"014888.OF","东方红锦融甄选18个月持有A"
"015103.OF","东方红ESG可持续投资C"
"970139.OF","银河安益9个月持有C"
"012289.OF","泰康沪港深成长C"
"015011.OF","嘉合锦鑫C"
"014509.OF","汇添富先进制造C"
"014508.OF","汇添富先进制造A"
"013269.OF","交银瑞和三年持有"
"012590.OF","易方达中证全指证券公司ETF联接A"
"012813.OF","富兰克林国海鑫颐收益C"
"012288.OF","泰康沪港深成长A"
"015007.OF","中欧量化动力C"
"015013.OF","浦银安盛安弘回报一年持有C"
"015012.OF","浦银安盛安弘回报一年持有A"
"013624.OF","嘉实价值创造三年持有A"
"012812.OF","富兰克林国海鑫颐收益A"
"014889.OF","东方红锦融甄选18个月持有C"
"014661.OF","天弘上海金联接A"
"015173.OF","申万菱信竞争优势C"
"012904.OF","上投摩根鑫睿优选一年持有"
"015157.OF","申万菱信行业轮动C"
"015177.OF","申万菱信深证成指C"
"015097.OF","西藏东财数字经济优选C"
"014350.OF","华商卓越成长一年持有A"
"014177.OF","华安景气驱动一年持有A"
"015167.OF","申万菱信可转债C"
"013071.OF","华夏彭博巴克莱中国政策性银行债C"
"014351.OF","华商卓越成长一年持有C"
"012993.OF","汇添富品牌力一年持有A"
"013070.OF","华夏彭博巴克莱中国政策性银行债A"
"012734.OF","易方达中证人工智能主题ETF联接C"
"013996.OF","嘉实融惠C"
"013897.OF","德邦港股通成长精选A"
"015031.OF","博时远见回报C"
"014191.OF","广发先进制造A"
"015096.OF","西藏东财数字经济优选A"
"014192.OF","广发先进制造C"
"014178.OF","华安景气驱动一年持有C"
"012994.OF","汇添富品牌力一年持有C"
"013995.OF","嘉实融惠A"
"012733.OF","易方达中证人工智能主题ETF联接A"
"013898.OF","德邦港股通成长精选C"
"015030.OF","博时远见回报A"
"013146.OF","兴银汇泓一年定开"
"015245.OF","南华丰汇"
"012694.OF","汇添富国证生物医药ETF联接A"
"012695.OF","汇添富国证生物医药ETF联接C"
"970091.OF","安信资管瑞丰6个月持有B"
"012795.OF","易方达裕兴3个月定开"
"012742.OF","工银瑞富一年定开"
"970090.OF","安信资管瑞丰6个月持有A"
"014822.OF","中泰锦泉汇金"
"970092.OF","安信资管瑞丰6个月持有C"
"014522.OF","汇添富低碳投资一年持有A"
"015165.OF","申万菱信量化成长C"
"014878.OF","华安价值驱动一年持有A"
"015207.OF","万家鑫瑞D"
"015158.OF","申万菱信价值精选C"
"012663.OF","国寿安保沪港深300ETF联接A"
"014523.OF","汇添富低碳投资一年持有C"
"012664.OF","国寿安保沪港深300ETF联接C"
"012946.OF","南方宝裕C"
"012945.OF","南方宝裕A"
"013342.OF","工银核心机遇C"
"013341.OF","工银核心机遇A"
"015178.OF","申万菱信中证申万证券C"
"014879.OF","华安价值驱动一年持有C"
"015159.OF","申万菱信智能驱动C"
"014246.OF","大摩现代服务业A"
"012666.OF","国寿安保裕祥C"
"012665.OF","国寿安保裕祥A"
"159791.SZ","300ESGETF"
"014554.OF","博时恒瑞A"
"013708.OF","永赢养老目标2040三年持有"
"014247.OF","大摩现代服务业C"
"014555.OF","博时恒瑞C"
"013766.OF","平安恒泰1年持有C"
"015147.OF","华夏兴融C"
"015170.OF","上投摩根核心成长C"
"012643.OF","招商中证红利ETF联接A"
"014672.OF","富国裕利C"
"014838.OF","兴银碳中和主题A"
"014671.OF","富国裕利A"
"012644.OF","招商中证红利ETF联接C"
"014920.OF","银华心选一年持有C"
"015206.OF","招商安裕D"
"013765.OF","平安恒泰1年持有A"
"014839.OF","兴银碳中和主题C"
"014919.OF","银华心选一年持有A"
"012757.OF","易方达中证龙头企业C"
"013334.OF","鹏华价值远航6个月持有A"
"014985.OF","华安创业板50C"
"014861.OF","申万菱信双禧A"
"015174.OF","上投摩根双核平衡C"
"970137.OF","银河水星季季增利三个月滚动C"
"015066.OF","华夏逸享健康C"
"015058.OF","华夏高端制造C"
"014132.OF","华泰柏瑞聚优智选一年持有C"
"015172.OF","上投摩根安全战略C"
"014862.OF","申万菱信双禧C"
"014131.OF","华泰柏瑞聚优智选一年持有A"
"014648.OF","融通先进制造C"
"013335.OF","鹏华价值远航6个月持有C"
"015067.OF","华夏永康添福C"
"014984.OF","华安中证全指证券C"
"014983.OF","华安中证银行C"
"014979.OF","华安上证180ETF联接C"
"015073.OF","华夏复兴C"
"015016.OF","华安德国30(DAX)ETF联接C"
"970136.OF","银河水星季季增利三个月滚动A"
"015060.OF","华夏节能环保C"
"014978.OF","华安纳斯达克100联接C"
"014569.OF","华夏聚盛优选一年持有C"
"014568.OF","华夏聚盛优选一年持有A"
"159788.SZ","港股通100ETF"
"015065.OF","华夏乐享健康C"
"015038.OF","天弘MSCI中国A50互联互通C"
"015068.OF","华夏圆和C"
"015152.OF","东吴嘉禾优势C"
"015059.OF","华夏产业升级C"
"014980.OF","华安上证50联接C"
