ts_code,name
015428.OF,申万菱信嘉乐两年持有
013731.OF,长信民利收益一年持有A
013685.OF,中融景源C
014941.OF,同泰自主创新C
013732.OF,长信民利收益一年持有C
011210.OF,新疆前海联合中债1-3年国开行A
011211.OF,新疆前海联合中债1-3年国开行C
015457.OF,汇添富积极投资指数优选C
501223.OF,汇添富积极投资指数优选A
014940.OF,同泰自主创新A
007773.OF,金元顺安泓泉纯债3个月定开A
013241.OF,长江丰益6个月持有C
013684.OF,中融景源A
013240.OF,长江丰益6个月持有A
013455.OF,富国稳健恒远三年持有C
013454.OF,富国稳健恒远三年持有A
007774.OF,金元顺安泓泉纯债3个月定开C
011763.OF,平安鑫源A
011764.OF,平安鑫源C
018198.OF,交银稳进丰利六个月持有A
016685.OF,上银丰和一年持有A
015213.OF,长城兴瑞稳健一年持有A
015214.OF,长城兴瑞稳健一年持有C
016686.OF,上银丰和一年持有C
011541.OF,长城优选添盈一年持有C
011540.OF,长城优选添盈一年持有A
015338.OF,华泰柏瑞港股通量化精选A
015339.OF,华泰柏瑞港股通量化精选C
015623.OF,圆信永丰浦瑞三个月定开
015846.OF,中信建投均衡成长A
015847.OF,中信建投均衡成长C
017549.OF,平安策略回报A
017115.OF,浦银安盛景气优选C
016736.OF,鹏扬进取先锋一年持有C
164212.OF,天弘全球新能源汽车A
016735.OF,鹏扬进取先锋一年持有A
016862.OF,华安沣荣一年持有C
016823.OF,天弘全球新能源汽车C
016861.OF,华安沣荣一年持有A
016830.OF,广发恒裕一年持有A
016831.OF,广发恒裕一年持有C
017114.OF,浦银安盛景气优选A
501221.OF,民生加银优享进取一年封闭
017299.OF,汇添富添添鑫多元收益9个月持有C
017298.OF,汇添富添添鑫多元收益9个月持有A
017768.OF,大成颐禧积极养老目标五年持有
016828.OF,永赢佳瑞12个月持有A
016829.OF,永赢佳瑞12个月持有C
017576.OF,华夏稳兴增益一年持有C
018465.OF,嘉实稳健添翼一年持有A
016974.OF,招商智安稳健配置1年持有A
017120.OF,华安添勤
018466.OF,嘉实稳健添翼一年持有C
016894.OF,工银中证上海环交所碳中和联接C
017396.OF,英大延福养老目标2045三年持有
017404.OF,天弘养老目标日期2045五年持有
017479.OF,广发医药精选A
017480.OF,广发医药精选C
018278.OF,博时稳健增利C
016893.OF,工银中证上海环交所碳中和联接A
017047.OF,华泰柏瑞益享
017228.OF,易方达汇裕积极养老目标五年持有
017902.OF,汇添富双颐A
018475.OF,万家恒生互联网科技业指数A
018319.OF,富国智选积极3个月持有C
017161.OF,汇添富中证1000联接A
013906.OF,融通中证1000指数增强C
017841.OF,方正富邦稳惠3个月定开
159686.OF,易方达中证100ETF
017491.OF,财通景气甄选一年持有C
017490.OF,财通景气甄选一年持有A
018074.OF,中银中债1-5年进出口行
159673.OF,鹏华沪深300ETF
018318.OF,富国智选积极3个月持有A
017503.OF,达诚致益A
560953.OF,汇添富中证500增强策略ETF
017565.OF,华安产业优选C
018015.OF,工银瑞宏6个月定开A
018410.OF,中欧价值回报C
016959.OF,财通资管睿安A
017504.OF,达诚致益C
017743.OF,中欧行业鑫选C
013905.OF,融通中证1000指数增强A
017207.OF,平安惠禧纯债A
017208.OF,平安惠禧纯债C
016960.OF,财通资管睿安C
017742.OF,中欧行业鑫选A
017133.OF,中银新能源产业C
017453.OF,浦银安盛颐璇平衡养老目标三年
017418.OF,华商创新医疗A
018446.OF,工银领航三年持有
017051.OF,金鹰优选配置三个月持有C
016975.OF,招商智安稳健配置1年持有C
017323.OF,农银中证1000指数增强A
017923.OF,大摩优质精选C
017390.OF,中银证券凌瑞6个月持有C
018016.OF,工银瑞宏6个月定开C
017575.OF,华夏稳兴增益一年持有A
017324.OF,农银中证1000指数增强C
017922.OF,大摩优质精选A
018409.OF,中欧价值回报A
017265.OF,招商瑞成1年持有A
017394.OF,英大延福养老目标2050三年持有
017419.OF,华商创新医疗C
017184.OF,华商嘉逸养老目标2045五年持有
017089.OF,景顺长城融景瑞利一年持有C
017495.OF,泰康中证科创创业50指数A
018358.OF,华富数字经济A
018359.OF,华富数字经济C
012232.OF,华安沣信C
012231.OF,华安沣信A
017088.OF,景顺长城融景瑞利一年持有A
017389.OF,中银证券凌瑞6个月持有A
017564.OF,华安产业优选A
017181.OF,大成至诚鑫选A
017514.OF,博时富盈一年定开
017179.OF,天弘永丰平衡养老目标三年持有
017903.OF,汇添富双颐C
012905.OF,金鹰睿选成长六个月持有A
016459.OF,中银证券低碳成长6个月持有C
016458.OF,中银证券低碳成长6个月持有A
017198.OF,工银安悦稳健养老目标三年持有
012906.OF,金鹰睿选成长六个月持有C
017580.OF,汇添富添福鑫添益均衡养老目标三年持有
017174.OF,天弘国证绿色电力指数A
017175.OF,天弘国证绿色电力指数C
016825.OF,嘉实方舟一年持有C
016824.OF,嘉实方舟一年持有A
016215.OF,国融光伏主题行业优选A
016940.OF,国联安鸿利短债A
016941.OF,国联安鸿利短债C
016888.OF,富国中证上海环交所碳中和联接C
016887.OF,富国中证上海环交所碳中和联接A
018062.OF,华泰紫金中证1000指数增强A
018021.OF,金鹰景气驱动一年持有A
018022.OF,金鹰景气驱动一年持有C
017455.OF,国泰慧益一年持有C
017454.OF,国泰慧益一年持有A
018063.OF,华泰紫金中证1000指数增强C
015987.OF,万家远见先锋一年持有A
015988.OF,万家远见先锋一年持有C
018530.OF,中欧稳鑫180天持有A
018531.OF,中欧稳鑫180天持有C
017774.OF,泰康养老目标日期2040三年持有
018511.OF,东方红欣和积极3个月持有A
015408.OF,景顺长城成长趋势A
018474.OF,创金合信行业轮动量化选股C
016682.OF,天弘广盈六个月持有A
017595.OF,易方达稳健腾享六个月持有C
018350.OF,万家欣优A
018356.OF,万家欣优C
016683.OF,天弘广盈六个月持有C
018472.OF,南方津享稳健添利C
017507.OF,东兴连众一年持有A
017508.OF,东兴连众一年持有C
017866.OF,泓德高端装备A
017867.OF,泓德高端装备C
014730.OF,华富荣盛一年持有A
018411.OF,易方达中证芯片产业联接A
018395.OF,招商中证全指医疗器械联接A
018396.OF,招商中证全指医疗器械联接C
014731.OF,华富荣盛一年持有C
018471.OF,南方津享稳健添利A
018412.OF,易方达中证芯片产业联接C
018629.OF,中金兴元6个月持有C
018628.OF,中金兴元6个月持有A
159690.OF,招商中证有色金属矿业主题ETF
018420.OF,汇添富稳航30天持有A
018476.OF,万家恒生互联网科技业指数C
017705.OF,易方达裕浙3个月定开
017581.OF,中航瑞融ESG一年定开债A
018019.OF,南方核心科技一年持有A
018020.OF,南方核心科技一年持有C
018405.OF,朱雀产业精选A
018406.OF,朱雀产业精选C
017713.OF,长盛安悦一年持有A
017714.OF,长盛安悦一年持有C
560033.OF,汇添富中证800价值ETF
018180.OF,东方红30天滚动持有纯债A
018181.OF,东方红30天滚动持有纯债C
159506.OF,富国恒生港股通医疗保健ETF
018496.OF,恒生前海恒润纯债A
017464.OF,长江楚财一年持有A
017465.OF,长江楚财一年持有C
560173.OF,南方中证国新央企科技引领ETF
018497.OF,恒生前海恒润纯债C
017741.OF,鹏华睿见C
017740.OF,鹏华睿见A
018512.OF,东方红欣和积极3个月持有C
018206.OF,永赢浩益一年定开
018559.OF,广发景佳纯债
017645.OF,博道中证1000指数增强C
017594.OF,易方达稳健腾享六个月持有A
017755.OF,平安养老目标日期2040三年持有
018137.OF,景顺长城中债0-3年政策性金融债A
018138.OF,景顺长城中债0-3年政策性金融债C
018100.OF,太平恒泰三个月定开债
018107.OF,中欧盈选进取3个月持有A
018108.OF,中欧盈选进取3个月持有C
159503.OF,鹏扬国证财富管理ETF
562383.OF,银华中证国新央企科技引领ETF
018615.OF,光大保德信睿阳纯债A
017541.OF,安信稳健增益6个月持有C
017540.OF,安信稳健增益6个月持有A
018616.OF,光大保德信睿阳纯债C
018256.OF,国寿安保安泰三个月定开
018490.OF,万家中证工业有色金属主题联接C
018071.OF,长信均衡优选A
018072.OF,长信均衡优选C
018489.OF,万家中证工业有色金属主题联接A
018498.OF,渤海汇金优选平衡一年持有A
018499.OF,渤海汇金优选平衡一年持有C
018343.OF,汇安同业存单指数7天持有
508019.SH,中金湖北科投光谷REIT
018506.OF,创金合信益久9个月持有A
018507.OF,创金合信益久9个月持有C
018508.OF,创金合信益久9个月持有E
018567.OF,恒生前海恒源泓利C
018441.OF,汇添富量化选股C
018440.OF,汇添富量化选股A
018566.OF,恒生前海恒源泓利A
017582.OF,中航瑞融ESG一年定开债C
018587.OF,汇添富双享增利C
018348.OF,富安达同业存单AAA指数7天持有
018611.OF,鹏华高端装备一年持有A
018586.OF,汇添富双享增利A
017450.OF,嘉合磐辉纯债C
017706.OF,建信添福悠享稳健养老目标一年持有
018377.OF,融通远见价值一年持有A
018378.OF,融通远见价值一年持有C
017449.OF,嘉合磐辉纯债A
018421.OF,汇添富稳航30天持有C
018407.OF,博时富耀纯债一年定开
017550.OF,平安策略回报C
018649.OF,富国安益E
018590.OF,银华体育文化C
018638.OF,国泰研究优势C
018655.OF,光大耀钱包C
018436.OF,易方达保证金C
018437.OF,易方达保证金D
018338.OF,中融消费精选A
017579.OF,汇添富添福欣享均衡养老目标三年持有
018574.OF,兴银丰盈C
018302.OF,华夏聚盈优选三个月持有A
018300.OF,华夏国证消费电子主题联接A
018303.OF,华夏聚盈优选三个月持有C
018639.OF,中加民丰纯债C
018385.OF,招商中证全指软件联接A
018330.OF,泉果思源三年持有C
018386.OF,招商中证全指软件联接C
018329.OF,泉果思源三年持有A
018339.OF,中融消费精选C
018603.OF,永赢鑫欣C
018301.OF,华夏国证消费电子主题联接C
016917.OF,南方中证上海环交所碳中和联接A
018564.OF,嘉实中证全指家用电器指数A
018588.OF,易方达优势回报C
018565.OF,嘉实中证全指家用电器指数C
018622.OF,创金合信尊享C
016918.OF,南方中证上海环交所碳中和联接C
562920.OF,易方达中证信息安全主题ETF
513040.OF,易方达中证港股通互联网ETF
159501.OF,嘉实纳斯达克100ETF
018460.OF,大成新锐产业C
017500.OF,兴业嘉辰一年定开
017924.OF,国投瑞银同业存单指数7天持有
018344.OF,华夏中证机器人联接A
018461.OF,大成积极成长C
018545.OF,国投瑞银瑞盛C
018457.OF,大成价值增长C
018345.OF,华夏中证机器人联接C
018546.OF,国投瑞银瑞盈C
018544.OF,国投瑞银美丽中国C
017122.OF,南方贤元一年持有C
018294.OF,景顺长城国企价值A
017193.OF,天弘中证工业有色金属主题C
017065.OF,申万菱信价值臻选A
017752.OF,长城创新成长C
017121.OF,南方贤元一年持有A
018295.OF,景顺长城国企价值C
018334.OF,华夏中证智选1000成长创新策略联接A
018219.OF,红土创新中证同业存单AAA指数7天持有
017011.OF,广发安润一年持有A
018078.OF,南方恒生香港上市生物科技联接A
017813.OF,兴合安迎A
018079.OF,南方恒生香港上市生物科技联接C
017066.OF,申万菱信价值臻选C
017751.OF,长城创新成长A
017814.OF,兴合安迎C
018403.OF,富国稳健添利E
018393.OF,富国稳健添利A
018394.OF,富国稳健添利C
017012.OF,广发安润一年持有C
017192.OF,天弘中证工业有色金属主题A
018589.OF,农银汇理信息传媒C
018335.OF,华夏中证智选1000成长创新策略联接C
018288.OF,信澳优势产业C
016754.OF,方正富邦均衡精选A
016755.OF,方正富邦均衡精选C
018287.OF,信澳优势产业A
017501.OF,招商产业升级1年持有A
017502.OF,招商产业升级1年持有C
018000.OF,鹏华芯片产业A
018001.OF,鹏华芯片产业C
018591.OF,博时中证银行C
018501.OF,光大中国制造2025C
018408.OF,南方现金增利C
015233.OF,银华富裕主题C
016650.OF,易方达优势风华六个月持有
017666.OF,兴银稳建90天持有中短债C
018581.OF,中银纯债D
018068.OF,国金中债1-5年政策性金融债C
017665.OF,兴银稳建90天持有中短债A
017053.OF,南方ESG纯债
018067.OF,国金中债1-5年政策性金融债A
018599.OF,交银天利宝货币C
016655.OF,鹏扬景泽一年持有C
017992.OF,华泰柏瑞致远C
017711.OF,富国增利C
018561.OF,信诚多策略C
017991.OF,华泰柏瑞致远A
560070.SH,央企股东回报ETF
016654.OF,鹏扬景泽一年持有A
561960.SH,央企回报ETF
560700.SH,央企红利50ETF
017710.OF,富国增利A
017301.OF,安信数字经济C
017775.OF,东方红颐安稳健养老一年持有
017972.OF,摩根海外稳健配置美元现钞
018293.OF,华夏国证2000指数增强C
017971.OF,摩根海外稳健配置美元现汇
018292.OF,华夏国证2000指数增强A
018128.OF,博时北证50成份指数A
018249.OF,中欧致和C
018248.OF,中欧致和A
018459.OF,华润元大润享三个月定开C
018207.OF,申万菱信中证沪港深数字经济主题指数型A
018208.OF,申万菱信中证沪港深数字经济主题指数型C
017970.OF,摩根海外稳健配置
017160.OF,中欧颐享平衡养老目标三年持有
017144.OF,华宝海外新能源汽车A
018129.OF,博时北证50成份指数C
017300.OF,安信数字经济A
018529.OF,华宝大健康C
017032.OF,南方浩达稳健优选一年持有A
017033.OF,南方浩达稳健优选一年持有C
018458.OF,华润元大润享三个月定开A
017545.OF,弘毅远方中短债A
017546.OF,弘毅远方中短债C
018251.OF,华泰保兴科睿一年持有C
017864.OF,财通资管博宏积极6个月持有A
017145.OF,华宝海外新能源汽车C
018250.OF,华泰保兴科睿一年持有A
017865.OF,财通资管博宏积极6个月持有C
016734.OF,安信永泽一年定开
562930.SH,N软件30ETF
018556.OF,中银新经济C
017784.OF,中银高质量发展机遇C
018533.OF,南方中证互联网C
018541.OF,建信鑫安回报C
511090.OF,鹏扬中债-30年期国债ETF
016768.OF,华安盈瑞稳健优选6个月持有A
018536.OF,汇添富上证综指C
017896.OF,汇添富中证800指数增强A
017897.OF,汇添富中证800指数增强C
017943.OF,中银如意宝E
017954.OF,汇添富中证1000指数增强C
016769.OF,华安盈瑞稳健优选6个月持有C
017953.OF,汇添富中证1000指数增强A
018543.OF,汇添富黄金及贵金属C
018495.OF,融通产业趋势臻选C
016732.OF,南方浩升稳健优选6个月持有C
017989.OF,易方达安益90天持有A
016731.OF,南方浩升稳健优选6个月持有A
018146.OF,博时上证科创板50成份指数C
018454.OF,大成互联网思维C
018145.OF,博时上证科创板50成份指数A
016953.OF,鹏华中证港股通消费主题联接C
561580.SH,央企红利ETF
017990.OF,易方达安益90天持有C
016952.OF,鹏华中证港股通消费主题联接A
018109.OF,国新国证鑫泰三个月定开
018470.OF,国富策略回报C
016669.OF,招商和享均衡养老目标三年持有
017890.OF,中银证券优势成长A
017823.OF,南方浩盈进取精选一年持有C
016810.OF,信澳博见成长一年定开A
009425.OF,金信民安两年定开债
017891.OF,中银证券优势成长C
016811.OF,信澳博见成长一年定开C
018332.OF,嘉实新兴景气A
018333.OF,嘉实新兴景气C
016964.OF,富国鑫汇养老目标日期2035三年持有
017822.OF,南方浩盈进取精选一年持有A
017267.OF,招商乐颐和惠养老目标日期2035三年持有
016642.OF,华商稳健泓利一年持有C
016723.OF,广发安腾稳健6个月持有A
017313.OF,农银医疗精选C
017291.OF,申万菱信养老目标日期2045五年持有
018326.OF,国泰君安创新成长C
018262.OF,天弘臻享一年定开
018324.OF,金信民发货币E
018133.OF,博时中证有色金属矿业主题指数C
018352.OF,国泰君安周期精选C
018351.OF,国泰君安周期精选A
017312.OF,农银医疗精选A
016724.OF,广发安腾稳健6个月持有C
016748.OF,申万菱信稳鑫60天持有中短债A
016750.OF,申万菱信安泰永利利率债一年定开
016641.OF,华商稳健泓利一年持有A
016749.OF,申万菱信稳鑫60天持有中短债C
018132.OF,博时中证有色金属矿业主题指数A
014401.OF,富国核心趋势A
014402.OF,富国核心趋势C
017692.OF,华泰紫金恒荣12个月持有C
018404.OF,富安达智优量化选股型C
017689.OF,华泰紫金恒荣12个月持有A
018325.OF,国泰君安创新成长A
018347.OF,富安达智优量化选股型A
018464.OF,光大保德信睿盈C
016595.OF,方正富邦稳禧一年定开
018481.OF,中金恒新90天持有
017573.OF,华夏中证机床联接A
018362.OF,东方阿尔法瑞丰A
018322.OF,人保民富A
017574.OF,华夏中证机床联接C
018363.OF,东方阿尔法瑞丰C
018323.OF,人保民富C
018462.OF,光大保德信智能汽车主题C
018500.OF,兴银收益增强C
018346.OF,长信长金通C
018432.OF,嘉实恒生医疗保健指数A
018463.OF,德邦稳盈增长C
015166.OF,华泰保兴长三角金融债一年定开
018439.OF,财通资管品质消费C
018349.OF,长信长金通D
560330.SH,沪深300价值ETF申万菱信
018433.OF,嘉实恒生医疗保健指数C
018438.OF,财通资管品质消费A
018413.OF,大成竞争优势C
018065.OF,华夏标普500联接C
016132.OF,国泰君安善兴平衡养老目标三年持有
017889.OF,东方阿尔法招阳E
018066.OF,华夏标普500联接A美元现汇
018064.OF,华夏标普500联接A
017269.OF,兴全货币E
017683.OF,华夏中证基建联接A
017684.OF,华夏中证基建联接C
018361.OF,安信禧悦稳健养老目标一年持有Y
018447.OF,长城价值优选C
018046.OF,东方创新医疗C
018045.OF,东方创新医疗A
018297.OF,南方浩稳优选9个月持有A
018298.OF,南方浩稳优选9个月持有C
015504.OF,华夏兴夏价值一年持有A
017869.OF,民生加银均衡优选C
018121.OF,万家北证50成份指数C
018448.OF,中欧琪和E
017987.OF,易方达国企主题A
017606.OF,华泰柏瑞轮动精选A
159692.SZ,证券ETF东财
016649.OF,广发养老目标日期2045三年持有
016972.OF,华夏鑫逸优选18个月持有A
017988.OF,易方达国企主题C
016896.OF,中银卓越成长C
016895.OF,中银卓越成长A
016504.OF,广发核心竞争力A
016505.OF,广发核心竞争力C
017607.OF,华泰柏瑞轮动精选C
017868.OF,民生加银均衡优选A
016973.OF,华夏鑫逸优选18个月持有C
018120.OF,万家北证50成份指数A
018002.OF,华夏兴夏价值一年持有C
018449.OF,中欧瑾通E
016531.OF,鹏华碳中和主题C
018242.OF,万家颐德一年持有A
018243.OF,万家颐德一年持有C
016530.OF,鹏华碳中和主题A
017965.OF,招商匠心优选1年封闭C
018124.OF,永赢先进制造智选A
018125.OF,永赢先进制造智选C
017964.OF,招商匠心优选1年封闭A
018296.OF,金元顺安丰祥C
018048.OF,申万菱信数字产业A
018049.OF,申万菱信数字产业C
014790.OF,景顺长城产业臻选一年持有A
014791.OF,景顺长城产业臻选一年持有C
018215.OF,景顺长城景颐辰利C
018217.OF,博时厚泽匠选一年持有A
018119.OF,华宝ESG责任投资C
018118.OF,华宝ESG责任投资A
018218.OF,博时厚泽匠选一年持有C
018214.OF,景顺长城景颐辰利A
018113.OF,工银北证50成份指数C
159695.SZ,通信ETF
018246.OF,富国研究优选沪港深C
018380.OF,万家国证新能源车电池指数C
017726.OF,鑫元成长驱动A
018379.OF,万家国证新能源车电池指数A
017082.OF,鹏华悦享一年持有C
017727.OF,鑫元成长驱动C
018209.OF,富国精准医疗C
017303.OF,华安景气领航A
017304.OF,华安景气领航C
017748.OF,国投瑞银平衡养老目标三年持有
018112.OF,工银北证50成份指数A
017081.OF,鹏华悦享一年持有A
018390.OF,国富中国收益C
560580.SH,电力ETF指数基金
016610.OF,富国稳健添盈A
017848.OF,东方红先进制造A
017214.OF,兴华安聚纯债A
017137.OF,长盛盛逸9个月持有A
017805.OF,惠升和润39个月
017756.OF,国金同业存单指数7天持有
017849.OF,东方红先进制造C
017215.OF,兴华安聚纯债C
017238.OF,创金合信宁和平衡养老目标三年持有
018310.OF,招商社会责任C
017499.OF,淳厚添益增强C
017138.OF,长盛盛逸9个月持有C
016611.OF,富国稳健添盈C
016664.OF,天弘全球高端制造A
016665.OF,天弘全球高端制造C
018309.OF,招商社会责任A
018213.OF,兴银稳惠180天持有C
018212.OF,兴银稳惠180天持有A
017498.OF,淳厚添益增强A
018311.OF,招商社会责任D
018196.OF,兴证全球恒远A
018157.OF,西部利得中证1000指数增强A
018197.OF,兴证全球恒远C
018317.OF,招商添泰1年定开债
017931.OF,富达传承6个月A
016391.OF,易米研究精选C
018176.OF,富国研究量化精选C
017052.OF,蜂巢丰启一年定开
008440.OF,融通通华五年定开C
016475.OF,大成新兴活力A
017094.OF,易方达中证1000指数量化增强A
017477.OF,安信睿见优选A
018158.OF,西部利得中证1000指数增强C
018114.OF,鹏扬北证50成份A
018115.OF,鹏扬北证50成份C
018175.OF,富国龙头优势C
018011.OF,交银稳安90天持有A
017478.OF,安信睿见优选C
018012.OF,交银稳安90天持有C
016390.OF,易米研究精选A
018174.OF,富国产业驱动C
017932.OF,富达传承6个月C
018367.OF,工银薪金C
018086.OF,汇添富稳合4个月持有C
018085.OF,汇添富稳合4个月持有A
008439.OF,融通通华五年定开A
016476.OF,大成新兴活力C
017095.OF,易方达中证1000指数量化增强C
017505.OF,明亚中证1000指数增强A
017506.OF,明亚中证1000指数增强C
018389.OF,国投瑞银新兴产业C
018036.OF,长城全球新能源汽车C
501226.OF,长城全球新能源汽车A
159622.SZ,创新药ETF沪港深
007479.OF,光大核心C
018014.OF,长信中证1000指数增强C
018357.OF,工银货币C
016443.OF,中信建投景益C
018013.OF,长信中证1000指数增强A
018253.OF,平安利率债A
018254.OF,平安利率债C
016442.OF,中信建投景益A
017007.OF,永赢月月享30天持有短债C
017006.OF,永赢月月享30天持有短债A
017622.OF,同泰恒盛A
017623.OF,同泰恒盛C
017332.OF,国富稳健养老目标一年持有
017531.OF,财通安益中短债E
017119.OF,浦银安盛安荣回报一年持有C
017118.OF,浦银安盛安荣回报一年持有A
018258.OF,国泰君安沪深300指数增强C
017529.OF,财通安益中短债A
017530.OF,财通安益中短债C
018257.OF,国泰君安沪深300指数增强A
513950.SH,恒生红利ETF
018342.OF,国富研究精选C
018321.OF,兴证全球安悦平衡养老三年持有Y
018354.OF,广发养老2035三年持有Y
513390.SH,纳斯达克指数ETF
017699.OF,广发景泰A
017157.OF,华富匠心领航18个月持有A
018111.OF,嘉实增益宝E
018159.OF,国泰创新医疗A
017735.OF,融通明锐A
017158.OF,华富匠心领航18个月持有C
018290.OF,广发龙头优选C
018205.OF,嘉实薪金宝B
018160.OF,国泰创新医疗C
017736.OF,融通明锐C
018291.OF,广发新兴成长C
018289.OF,广发趋势动力C
017700.OF,广发景泰C
018080.OF,鹏华稳健添利A
018081.OF,鹏华稳健添利C
018299.OF,信诚智惠金E
016523.OF,华安科技创新C
018353.OF,国泰民泽平衡养老目标三年Y
159697.SZ,油气ETF
016433.OF,财通资管睿兴C
018172.OF,华泰柏瑞中证全指电力联接A
018236.OF,光大保德信景气先锋C
018331.OF,民生加银腾元宝D
018226.OF,瑞达先进制造A
018227.OF,瑞达先进制造C
159670.SZ,消费ETF基金
018252.OF,上银聚合益一年定开
018173.OF,华泰柏瑞中证全指电力联接C
016432.OF,财通资管睿兴A
017046.OF,达诚腾益C
017045.OF,达诚腾益A
017834.OF,信澳汇鑫两年
560180.SH,ESG300ETF
018320.OF,富国收益宝C
018188.OF,东财景气成长A
018189.OF,东财景气成长C
016936.OF,博时中证1000指数增强A
016937.OF,博时中证1000指数增强C
017817.OF,鹏扬裕利三年
159659.SZ,纳斯达克100ETF
016618.OF,国融添益增强A
018224.OF,广发均衡价值C
513970.SH,恒生消费ETF
018204.OF,金信优质成长
016619.OF,国融添益增强C
018238.OF,广发港股通恒生E
501312.SH,海外科技LOF
017434.OF,华宝中证沪港深新消费A
017435.OF,华宝中证沪港深新消费C
018106.OF,中欧聚优港股通C
018105.OF,中欧聚优港股通A
018032.OF,华安中证数字经济主题联接C
017647.OF,易方达中证光伏产业C
017646.OF,易方达中证光伏产业A
018223.OF,华安添荣C
016938.OF,南方中证长江保护主题联接A
017135.OF,博道和祥多元稳健C
017709.OF,长盛盛启C
016939.OF,南方中证长江保护主题联接C
016357.OF,易方达中证长江保护主题联接A
018088.OF,东财远见成长A
018044.OF,天弘纳斯达克100指数C
017204.OF,华宝海外科技C
018089.OF,东财远见成长C
018043.OF,天弘纳斯达克100指数A
018201.OF,嘉实恒生消费指数C
018200.OF,嘉实恒生消费指数A
016354.OF,兴银合泰C
017611.OF,华夏恒生中国内地企业高股息率联接C
017610.OF,华夏恒生中国内地企业高股息率联接A
016353.OF,兴银合泰A
018275.OF,蜂巢丰嘉A
018031.OF,华安中证数字经济主题联接A
016358.OF,易方达中证长江保护主题联接C
018276.OF,蜂巢丰嘉C
017708.OF,长盛盛启A
017134.OF,博道和祥多元稳健A
017747.OF,建信电子行业C
017746.OF,建信电子行业A
018123.OF,永赢数字经济智选C
018237.OF,长盛创新驱动C
018122.OF,永赢数字经济智选A
018271.OF,工银恒享纯债C
016320.OF,红塔红土瑞恒纯债A
016321.OF,红塔红土瑞恒纯债C
017661.OF,南方浩恒稳健优选6个月持有A
018259.OF,永赢竞争力精选C
016326.OF,泰康北交所精选两年定开C
562330.SH,中证500价值ETF
017662.OF,南方浩恒稳健优选6个月持有C
018190.OF,东财产业智选A
018266.OF,富国中债7-10年政策性金融债联接A
018267.OF,富国中债7-10年政策性金融债联接C
018235.OF,光大保德信新机遇C
018191.OF,东财产业智选C
016325.OF,泰康北交所精选两年定开A
016529.OF,广发稳宏一年持有C
017643.OF,摩根标普500美元现汇
016528.OF,广发稳宏一年持有A
016992.OF,广发招阳两年持有C
017642.OF,摩根标普500美元现钞
016991.OF,广发招阳两年持有A
017641.OF,摩根标普500
017788.OF,摩根锦颐养老目标日期2035三年持有
018095.OF,博时中证机器人指数C
018094.OF,博时中证机器人指数A
014239.OF,国泰产业精选一年封闭C
018263.OF,海富通稳健养老一年Y
018264.OF,海富通平衡养老目标三年(FOF)Y
016980.OF,华安锐进积极配置一年持有
018073.OF,国泰产业精选一年封闭A
018187.OF,富国裕利E
018216.OF,长城久恒C
018222.OF,工银优质精选C
562960.SH,绿色电力ETF
017569.OF,华夏稳茂增益一年持有C
017568.OF,华夏稳茂增益一年持有A
016569.OF,嘉实碳中和主题C
016568.OF,嘉实碳中和主题A
018130.OF,博时ESG量化选股A
018131.OF,博时ESG量化选股C
018184.OF,万家先进制造A
018185.OF,万家先进制造C
017782.OF,博时恒享A
017986.OF,华夏中证800指数增强C
018096.OF,东财价值启航A
018239.OF,中银嘉享3个月定开D
017985.OF,华夏中证800指数增强A
159660.SZ,纳指100ETF
016668.OF,景顺长城全球半导体芯片产业C
018225.OF,大成策略回报C
017795.OF,交银启盛C
017728.OF,创金合信荣和积极养老目标五年持有
016640.OF,南方达元C
017783.OF,博时恒享C
016667.OF,景顺长城全球半导体芯片产业A美元现汇
017723.OF,银华心质A
501225.SH,全球芯片LOF
018097.OF,东财价值启航C
017794.OF,交银启盛A
018169.OF,嘉实致诚纯债
159691.SZ,高股息ETF港股
016639.OF,南方达元A
017724.OF,银华心质C
016792.OF,浙商汇金聚兴一年定开
561950.SH,500指数增强ETF
017888.OF,上银同业存单指数7天持有
018142.OF,中金优选长兴稳健6个月持有C
017859.OF,交银持续成长C
018183.OF,万家中证软件服务C
017146.OF,永赢恒欣稳健养老目标三年持有
018182.OF,万家中证软件服务A
018141.OF,中金优选长兴稳健6个月持有A
017562.OF,融通中证中诚信央企信用债C
017601.OF,华夏行业甄选C
016943.OF,工银瑞信中证1000指数增强C
016942.OF,工银瑞信中证1000指数增强A
016864.OF,华安招裕一年持有C
016969.OF,兴业中证500联接C
016897.OF,广发中证上海环交所碳中和联接A
017980.OF,南方养老目标日期2055五年持有
017778.OF,浦银安盛中证证券公司30联接A
017401.OF,贝莱德行业优选C
017400.OF,贝莱德行业优选A
016898.OF,广发中证上海环交所碳中和联接C
017600.OF,华夏行业甄选A
016863.OF,华安招裕一年持有A
017690.OF,银华顺璟6个月定开
017668.OF,鹏华新材料C
017667.OF,鹏华新材料A
017779.OF,浦银安盛中证证券公司30联接C
016968.OF,兴业中证500联接A
017829.OF,富国时代精选C
017828.OF,富国时代精选A
017561.OF,融通中证中诚信央企信用债A
018163.OF,泰达宏利养老目标2025一年持有Y
018099.OF,方正富邦中证保险C
017974.OF,易方达港股通优质增长C
017973.OF,易方达港股通优质增长A
018203.OF,信澳核心科技C
018151.OF,银华尊禧稳健养老一年持有Y
