ts_code,name
004045.OF,金鹰添润定开
004312.OF,长盛盛兴A
004313.OF,长盛盛兴C
004358.OF,华泰柏瑞嘉利
004062.OF,华夏鼎隆C
004334.OF,博时广利纯债3个月
003974.OF,中信建投睿泰A
003975.OF,中信建投睿泰C
004333.OF,金鹰元盛E
004169.OF,万家现金增利A
004170.OF,万家现金增利B
003923.OF,长盛盛康纯债C
003922.OF,长盛盛康纯债A
004021.OF,广发汇富一年A
004022.OF,广发汇富一年C
004103.OF,信诚稳悦C
004191.OF,招商沪深300指数增强C
004190.OF,招商沪深300指数增强A
004102.OF,信诚稳悦A
004279.OF,国寿安保稳荣A
004280.OF,国寿安保稳荣C
004259.OF,国寿安保稳嘉C
004258.OF,国寿安保稳嘉A
004322.OF,创金合信尊隆纯债A
004251.OF,华夏惠利B
004056.OF,华夏惠利A
003747.OF,万家鑫享纯债A
003554.OF,泰达宏利同顺大数据C
003548.OF,泰达宏利沪深300指数增强C
003188.OF,博时聚源纯债A
003550.OF,泰达宏利改革动力C
003784.OF,招商稳泰定期开放
003748.OF,万家鑫享纯债C
519175.OF,浦银安盛经济带崛起A
003567.OF,华夏行业景气
675123.OF,西部利得汇逸C
675121.OF,西部利得汇逸A
003954.OF,华泰柏瑞价值精选30
002910.OF,易方达供给改革
004091.OF,博时沪港深价值优选A
003598.OF,华商润丰A
004092.OF,博时沪港深价值优选C
003857.OF,前海开源周期优选A
003858.OF,前海开源周期优选C
003956.OF,南方产业智选
004199.OF,华富天益B
003828.OF,鹏华兴惠
004198.OF,华富天益A
001364.OF,大成景润A
512580.SH,碳中和龙头ETF
004133.OF,中航航行宝A
003980.OF,中银证券瑞益A
004206.OF,华商元亨
003981.OF,中银证券瑞益C
004214.OF,方正富邦鑫利宝A
004215.OF,方正富邦鑫利宝B
003702.OF,平安沪港深高股息
003778.OF,上投摩根安瑞回报A
003779.OF,上投摩根安瑞回报C
003973.OF,国富美元债美元现汇
003639.OF,工银瑞信瑞盈半年
003936.OF,南方和利定期开放A
003937.OF,南方和利定期开放C
004159.OF,中欧天启18个月A
001668.OF,汇添富全球移动互联A
003884.OF,汇安沪深300指数增强A
004160.OF,中欧天启18个月C
001782.OF,九泰久益A
501032.SH,财通福盛混合LOF
004171.OF,中信保诚永益一年定开A
003972.OF,国富美元债人民币
004172.OF,中信保诚永益一年定开C
003991.OF,富国富利稳健配置A
003992.OF,富国富利稳健配置C
001844.OF,九泰久益C
003315.OF,景顺长城政策性金融债A
003885.OF,汇安沪深300指数增强C
164302.SZ,新华惠鑫
004000.OF,泰达宏利睿选稳健
004112.OF,创金合信国企活力
003386.OF,工银全球美元债A美元现汇
003385.OF,工银全球美元债A人民币
003387.OF,工银全球美元债C
673090.OF,西部利得个股精选A
004126.OF,浦银安盛稳健增利A
002944.OF,信诚主题轮动
004107.OF,中信保诚稳丰C
004106.OF,中信保诚稳丰A
161233.SZ,国投瑞泰LOF
003959.OF,平安量化A
003960.OF,平安量化C
004076.OF,国联安锐意成长
004289.OF,博时新财富C
511230.SH,周期债
003794.OF,泰达宏利溢利C
003793.OF,泰达宏利溢利A
004001.OF,泰达宏利恒利A
004002.OF,泰达宏利恒利C
003965.OF,华夏新锦略C
003964.OF,华夏新锦略A
003813.OF,泰康金泰回报3个月
004053.OF,华夏鼎智C
004052.OF,华夏鼎智A
004073.OF,金元顺安金通宝B
004072.OF,金元顺安金通宝A
001839.OF,九泰久兴
004168.OF,博时富嘉纯债
004242.OF,兴业稳康三年
004267.OF,金鹰持久增利E
004226.OF,国寿安保稳诚C
003212.OF,广发集安C
003211.OF,广发集安A
004248.OF,华宝新动力
519746.OF,交银丰享收益A
002925.OF,广发集源A
002926.OF,广发集源C
004225.OF,国寿安保稳诚A
004235.OF,中欧价值智选回报C
004236.OF,中欧新动力C
004241.OF,中欧时代先锋C
004234.OF,中欧数据挖掘多因子C
003504.OF,景顺长城景颐丰利A
003505.OF,景顺长城景颐丰利C
501029.SH,红利基金LOF
003826.OF,华夏鼎汇A
003827.OF,华夏鼎汇C
004079.OF,万家鑫丰纯债A
004080.OF,万家鑫丰纯债C
004144.OF,上投摩根安丰回报A
004145.OF,上投摩根安丰回报C
003704.OF,光大事件驱动
004246.OF,德邦锐乾A
004247.OF,德邦锐乾C
003359.OF,大成互联网+大数据C
004181.OF,南方宏元定开C
004146.OF,上投摩根安泽回报A
004147.OF,上投摩根安泽回报C
004180.OF,南方宏元定开
003312.OF,大摩睿成中小盘弹性
004009.OF,中融鑫思路C
004008.OF,中融鑫思路A
002743.OF,泓德裕祥C
002742.OF,泓德裕祥A
003132.OF,德邦新回报
002936.OF,华夏沃利A
002937.OF,华夏沃利B
004136.OF,博时民泽纯债
004210.OF,前海开源货币E
003638.OF,安信永鑫增强C
004137.OF,博时合惠B
003408.OF,景顺长城景泰丰利C
004114.OF,华泰柏瑞泰利C
003637.OF,安信永鑫增强A
004113.OF,华泰柏瑞泰利A
004014.OF,华泰柏瑞锦利A
004015.OF,华泰柏瑞锦利C
004012.OF,华泰柏瑞裕利A
004013.OF,华泰柏瑞裕利C
003596.OF,长盛盛腾A
003597.OF,长盛盛腾C
003407.OF,景顺长城景泰丰利A
003040.OF,广发集富纯债C
003039.OF,广发集富纯债A
003889.OF,汇安丰泽A
003890.OF,汇安丰泽C
004237.OF,中欧新蓝筹C
004233.OF,中欧盛世成长C
004232.OF,中欧价值发现C
004231.OF,中欧行业成长C
003107.OF,光大安祺A
003108.OF,光大安祺C
003883.OF,易方达瑞弘C
003882.OF,易方达瑞弘A
003384.OF,金鹰添盈纯债A
002967.OF,浙商大数据智选消费A
003738.OF,新华华瑞
004150.OF,博时鑫惠C
004149.OF,博时鑫惠A
003854.OF,汇安丰华A
003855.OF,汇安丰华C
003802.OF,华安新安平C
004094.OF,招商丰诚A
004095.OF,招商丰诚C
003801.OF,华安新安平A
003699.OF,华夏新锦祥C
003698.OF,华夏新锦祥A
003986.OF,申万菱信中证500优选增强A
004220.OF,长信纯债壹号C
004221.OF,长信量化先锋C
163008.OF,长信利鑫A
003584.OF,建信稳定鑫利C
003583.OF,建信稳定鑫利A
004216.OF,兴业安润A
004217.OF,兴业安润B
164822.OF,工银瑞信政府债C
003865.OF,创金合信量化多因子C
003743.OF,广发汇平一年A
003744.OF,广发汇平一年C
002983.OF,长信国防军工A
003110.OF,光大安和C
003109.OF,光大安和A
513050.SH,中概互联网ETF
003645.OF,融通通弘
004086.OF,工银国债(7-10年)指数C
004085.OF,工银国债(7-10年)指数A
003715.OF,宝盈消费主题
003293.OF,易方达科瑞
003640.OF,兴业裕丰
168401.SZ,红土创新精选LOF
519729.OF,交银增强收益
004121.OF,兴银现金添利A
002943.OF,广发多因子
002000.OF,工银新生利
001722.OF,工银银和利
001721.OF,工银新增益
003298.OF,嘉实物流产业A
003299.OF,嘉实物流产业C
003662.OF,鹏华永盛一年定开
003659.OF,山西证券策略精选
003152.OF,华富天鑫A
003153.OF,华富天鑫C
003591.OF,华泰柏瑞享利A
001720.OF,工银新增利
519630.OF,银河睿利C
003592.OF,华泰柏瑞享利C
519629.OF,银河睿利A
003581.OF,前海联合国民健康A
511650.SH,华夏快线ETF
004176.OF,博时鑫泰C
003804.OF,华安新丰利C
003803.OF,华安新丰利A
004153.OF,信诚新悦回报A
003300.OF,华夏圆和A
004154.OF,信诚新悦回报B
160923.OF,大成海外中国机会
004175.OF,博时鑫泰A
004030.OF,嘉实丰安6个月定开
003541.OF,国联安睿智定期开放
501012.SH,中药基金LOFC
003580.OF,泰康沪港深价值优选
501031.SH,环境治理LOFC
501011.SH,中药基金LOF
501030.SH,环境治理LOF
003899.OF,国泰民惠收益
004037.OF,鹏华弘樽C
004036.OF,鹏华弘樽A
003843.OF,中邮景泰C
003907.OF,华夏新锦图C
003842.OF,中邮景泰A
003906.OF,华夏新锦图A
004065.OF,中融量化多因子A
003632.OF,招商稳乾定期开放A
003633.OF,招商稳乾定期开放C
003971.OF,华泰柏瑞兴利C
003970.OF,华泰柏瑞兴利A
003762.OF,国开泰富开泰A
519622.OF,银河君怡纯债
519628.OF,银河君润C
519627.OF,银河君润A
004173.OF,嘉实增益宝A
003005.OF,华夏鼎益A
003006.OF,华夏鼎益I
003014.OF,中融恒泰纯债C
003691.OF,农银汇理金泰一年定期
003086.OF,中融0-1年中高等级C
003013.OF,中融恒泰纯债A
003085.OF,中融0-1年中高等级A
003082.OF,中融1-3年中高等级C
003081.OF,中融1-3年中高等级A
004201.OF,华夏财富宝B
000910.OF,鑫元合丰纯债C
000911.OF,鑫元合丰纯债A
003422.OF,国寿安保添利A
003423.OF,国寿安保添利B
003665.OF,新沃通利C
003664.OF,新沃通利A
003877.OF,富国久利稳健配置A
003530.OF,东方永熙18个月A
003531.OF,东方永熙18个月C
003878.OF,富国久利稳健配置C
003763.OF,国开泰富开泰C
001310.OF,华泰柏瑞行业竞争优势
003677.OF,融通通穗
519765.OF,交银卓越回报C
004097.OF,农银汇理日日鑫A
003467.OF,富荣货币A
003468.OF,富荣货币B
001765.OF,前海开源嘉鑫A
004090.OF,汇添富鑫瑞C
004089.OF,汇添富鑫瑞A
160323.SZ,华夏磐泰LOF
001770.OF,前海开源嘉鑫C
003078.OF,泰康安惠纯债A
003752.OF,工银如意A
003753.OF,工银如意B
001498.OF,建信鑫荣回报A
003126.OF,长信易进A
003127.OF,长信易进C
000914.OF,中加纯债
003652.OF,招商招泰6个月定开A
003653.OF,招商招泰6个月定开C
003754.OF,国泰普益A
001850.OF,国泰安益A
003755.OF,国泰普益C
003515.OF,国泰利是宝
002126.OF,广发鑫富A
002127.OF,广发鑫富C
003674.OF,融通通玺
003462.OF,新华鑫盛
003083.OF,中融1-3年信用债A
003646.OF,创金合信中证1000增强A
003080.OF,中融3-5年信用债C
003647.OF,创金合信中证1000增强C
003079.OF,中融3-5年信用债A
003684.OF,汇安丰融A
003084.OF,中融1-3年信用债C
003460.OF,嘉实现金宝A
004068.OF,中融鑫回报C
003888.OF,汇安嘉源纯债
004011.OF,华泰柏瑞鼎利C
004010.OF,华泰柏瑞鼎利A
004059.OF,鑫元招利
004118.OF,博时裕鹏纯债
004067.OF,中融鑫回报A
501009.SH,生物科技LOF
003685.OF,汇安丰融C
002863.OF,金信深圳成长
501007.SH,互联网医疗LOF
501008.SH,互联网医疗LOFC
501010.SH,生物科技LOFC
003836.OF,新沃鑫禧
003940.OF,银华盛世精选A
003851.OF,中银锦利C
003850.OF,中银锦利A
004167.OF,安信活期宝B
002808.OF,泓德优势领航
004060.OF,博时兴盛B
003477.OF,南方睿见定期开放
003449.OF,招商招华纯债C
003448.OF,招商招华纯债A
003728.OF,融通通宸
002433.OF,天弘金利
001816.OF,汇添富新睿精选A
002164.OF,汇添富新睿精选C
168301.SZ,东海祥龙LOF
003557.OF,博时泰安A
003558.OF,博时泰安C
003901.OF,交银瑞景定期开放
003856.OF,国都聚鑫定期开放
004116.OF,嘉实新添瑞
003437.OF,博时鑫丰C
003436.OF,博时鑫丰A
003481.OF,光大耀钱包B
003333.OF,泰信智选成长A
003969.OF,交银天益宝E
003968.OF,交银天益宝A
004039.OF,中欧骏泰B
003749.OF,创金合信鑫收益A
003629.OF,摩根全球多元人民币
003750.OF,创金合信鑫收益C
003630.OF,摩根全球多元美元现钞
003887.OF,汇安丰利C
003631.OF,摩根全球多元美元现汇
003886.OF,汇安丰利A
003366.OF,浙商汇金中证转型成长
519332.OF,浦银安盛盛达纯债A
161129.SZ,原油LOF易方达
519333.OF,浦银安盛盛达纯债C
003321.OF,易方达原油C人民币
003947.OF,博时聚享纯债
002111.OF,华宝新起点
168106.SZ,九泰盈华LOF
168107.OF,九泰盈华量化C
003322.OF,易方达原油A美元现汇
003323.OF,易方达原油C美元现汇
003896.OF,安信新视野C
003895.OF,安信新视野A
003788.OF,方正富邦惠利纯债C
003963.OF,博时慧选纯债3个月
003787.OF,方正富邦惠利纯债A
002841.OF,九泰久鑫C
002840.OF,九泰久鑫A
1627171.SZ,再融资LOF
004078.OF,金信民发货币B
004077.OF,金信民发货币A
003627.OF,兴银长富一年定开
003824.OF,天弘信利A
003949.OF,兴全稳泰A
003825.OF,天弘信利C
004018.OF,招商兴华A
004019.OF,招商兴华C
003417.OF,中加丰泽
003675.OF,博时安慧18个月A
003795.OF,方正富邦睿利纯债A
003796.OF,方正富邦睿利纯债C
003643.OF,工银瑞信国债纯债C
003342.OF,工银瑞信国债纯债A
003676.OF,博时安慧18个月C
001647.OF,天弘聚利
003903.OF,德邦锐璟C
003902.OF,德邦锐璟A
001786.OF,国泰信益
003116.OF,光大诚鑫C
003115.OF,光大诚鑫A
003775.OF,国联安鑫利C
519931.OF,长信上证港股通
003774.OF,国联安鑫利A
003962.OF,易方达瑞程C
003961.OF,易方达瑞程A
003860.OF,招商招旭纯债C
003859.OF,招商招旭纯债A
003513.OF,中邮消费升级
002816.OF,招商招益C
002815.OF,招商招益A
003401.OF,工银可转债
002179.OF,华安事件驱动量化策略A
002893.OF,华夏移动互联美元现钞
002892.OF,华夏移动互联美元现汇
003476.OF,南方安颐
002891.OF,华夏移动互联人民币
003849.OF,中银广利C
003848.OF,中银广利A
003966.OF,中银润利A
003967.OF,中银润利C
003900.OF,交银瑞鑫六个月持有A
161128.SZ,标普信息科技LOF
003812.OF,中金金利C
003811.OF,中金金利A
003780.OF,鹏华兴悦
161127.SZ,标普生物科技LOF
002347.OF,华夏鼎诚I
002346.OF,华夏鼎诚A
002221.OF,嘉实价值增强
003721.OF,易方达标普信息科技A美元现汇
003720.OF,易方达标普生物科技美元现汇A
003717.OF,中银量化精选A
002996.OF,长信稳健纯债A
003284.OF,中邮医药健康
519210.OF,万家恒景18个月A
519211.OF,万家恒景18个月C
161627.OF,融通通福C
161626.SZ,融通通福LOF
003993.OF,前海开源沪港深核心驱动
519625.OF,银河君盛A
519626.OF,银河君盛C
003805.OF,华安新恒利A
003799.OF,华安新泰利A
003876.OF,华宝沪深300指数增强A
003800.OF,华安新泰利C
003603.OF,景顺长城泰安A
003604.OF,景顺长城泰安C
001710.OF,安信新趋势A
001711.OF,安信新趋势C
003806.OF,华安新恒利C
002455.OF,民生加银鑫喜
003694.OF,国泰景益A
003695.OF,国泰景益C
003687.OF,国泰丰益C
160524.OF,博时弘泰
003686.OF,国泰丰益A
003944.OF,国泰泽益C
003943.OF,国泰泽益A
003983.OF,鹏华丰惠
003941.OF,国泰鑫益A
003942.OF,国泰鑫益C
002119.OF,广发安盈C
002118.OF,广发安盈A
003483.OF,交银天鑫宝E
003482.OF,交银天鑫宝A
003810.OF,招商招顺纯债C
003864.OF,招商招祥纯债C
003570.OF,招商招丰纯债C
003950.OF,博时鑫润A
003951.OF,博时鑫润C
003308.OF,中信建投睿利A
002793.OF,景顺长城顺益回报C
003510.OF,长盛可转债A
002792.OF,景顺长城顺益回报A
003511.OF,长盛可转债C
003634.OF,嘉实农业产业A
003615.OF,信诚景瑞C
003614.OF,信诚景瑞A
003424.OF,江信洪福纯债
003499.OF,前海联合添和C
003572.OF,招商招琪纯债C
003571.OF,招商招琪纯债A
003498.OF,前海联合添和A
003863.OF,招商招祥纯债A
003839.OF,易方达瑞通A
003809.OF,招商招顺纯债A
003569.OF,招商招丰纯债A
003840.OF,易方达瑞通C
169201.SZ,浙商鼎盈LOF
003672.OF,兴业裕华
003442.OF,招商招惠三个月定开A
003465.OF,平安金管家A
003789.OF,工银瑞信丰益一年
001659.OF,富安达新动力
003626.OF,平安鑫利A
003443.OF,招商招惠三个月定开C
003316.OF,中银证券现金管家A
003317.OF,中银证券现金管家B
002007.OF,工银瑞信新得润
003124.OF,天治鑫利C
003123.OF,天治鑫利A
003529.OF,汇添富长添利C
003528.OF,汇添富长添利A
003776.OF,南方宣利定期开放A
003777.OF,南方宣利定期开放C
003862.OF,招商兴福C
003861.OF,招商兴福A
003563.OF,工银瑞信国际原油美元
003820.OF,华夏新锦鸿A
003503.OF,金鹰鑫瑞C
003502.OF,金鹰鑫瑞A
003821.OF,华夏新锦鸿C
003930.OF,中银证券安进C
003929.OF,中银证券安进A
003891.OF,汇安嘉裕A
675072.OF,西部利得天添金货币B
002122.OF,广发新常态
673081.OF,西部利得祥运A
673083.OF,西部利得祥运C
675071.OF,西部利得天添金货币A
003892.OF,鹏华普泰
003818.OF,银华上证5年期国债C
003815.OF,银华上证10年期国债C
003814.OF,银华上证10年期国债A
003817.OF,银华上证5年期国债A
160922.SZ,恒生中小LOF
003742.OF,汇安嘉汇A
002550.OF,嘉实稳荣
003478.OF,民生加银腾元宝A
161125.SZ,标普500LOF
003835.OF,鹏华沪深港新兴成长
003830.OF,建信鑫悦回报
003718.OF,易方达标普500A美元现汇
003292.OF,嘉实优势成长A
003150.OF,中欧睿诚定开A
003151.OF,中欧睿诚定开C
003798.OF,华安新瑞利C
003797.OF,华安新瑞利A
001758.OF,嘉实研究增强
003875.OF,浙商日添金B
003874.OF,浙商日添金A
002898.OF,富国两年期理财A
002899.OF,富国两年期理财C
003362.OF,国联安睿利定期开放
002846.OF,泓德泓华
003832.OF,中银丰润定期开放
003229.OF,浦银安盛日日鑫B
003475.OF,前海联合沪深300A
003228.OF,浦银安盛日日鑫A
003708.OF,博时民丰纯债A
003709.OF,博时民丰纯债C
003847.OF,华安鼎丰A
002683.OF,民生加银前沿科技
003663.OF,鹏华兴泰
003739.OF,新华鑫弘
003713.OF,英大睿盛A
003714.OF,英大睿盛C
003751.OF,万家瑞隆A
003546.OF,长城久信
003772.OF,国联安鑫盛A
003773.OF,国联安鑫盛C
002780.OF,前海联合泓鑫A
003219.OF,前海开源祥和C
003218.OF,前海开源祥和A
003673.OF,中加丰裕纯债A
003837.OF,东方臻享纯债A
003669.OF,东方红益鑫纯债C
003668.OF,东方红益鑫纯债A
501300.SH,美元债LOF
003606.OF,海富通美元收益美元
003579.OF,中金沪深300指数增强C
003838.OF,东方臻享纯债C
003833.OF,金鹰添富纯债
003378.OF,泰康策略优选
003507.OF,德邦现金宝B
511760.SH,德邦货币
003506.OF,德邦现金宝A
003719.OF,易方达标普医疗保健A美元现汇
161126.SZ,标普医疗保健LOF
003182.OF,华富弘鑫A
003183.OF,华富弘鑫C
519782.OF,交银裕隆纯债A
519783.OF,交银裕隆纯债C
003628.OF,兴银收益增强A
003746.OF,广发汇瑞3个月
003819.OF,广发景华纯债A
003590.OF,建信睿富纯债
001530.OF,万家瑞富A
003413.OF,华泰柏瑞新经济沪港深A
003730.OF,博时富华纯债
003767.OF,泰达宏利纯利A
003768.OF,泰达宏利纯利C
003578.OF,中金中证500指数增强C
003781.OF,鹏华兴裕
003690.OF,国泰鸿益C
003689.OF,国泰鸿益A
003521.OF,万家1-3年政策性金融债C
003520.OF,万家1-3年政策性金融债A
003711.OF,泰达宏利京元宝A
003712.OF,泰达宏利京元宝B
