ts_code,name
002427.OF,华安全球美元票息A美元现汇
002561.OF,东吴安鑫量化A
002705.OF,德邦锐兴C
161727.SZ,招商增荣LOF
002704.OF,德邦锐兴A
002749.OF,嘉实稳盛
002746.OF,汇添富多策略
002189.OF,农银汇理国企改革
002795.OF,平安惠盈A
001700.OF,建信鑫盛回报
002718.OF,红塔红土盛隆C
002717.OF,红塔红土盛隆A
002597.OF,兴业成长动力
002760.OF,东兴安盈宝B
002759.OF,东兴安盈宝A
002709.OF,红塔红土人人宝A
002710.OF,红塔红土人人宝B
5199371.OF,长信先锐
519197.OF,万家颐达
002801.OF,泓德泓信
002506.OF,招商招盈18个月
002695.OF,鹏华兴泽A
002696.OF,鹏华兴泽C
002714.OF,鹏华金城灵活配置
002832.OF,工银恒享纯债A
160519.SZ,博时睿利LOF
002855.OF,博时现金宝C
002828.OF,南方现金增利E
960040.OF,南方多利增强H
002610.OF,博时黄金ETF联接A
001878.OF,嘉实沪港深精选
002725.OF,中欧强瑞多策略
002605.OF,融通新消费
002611.OF,博时黄金ETF联接C
001764.OF,广发沪港深新机遇
002721.OF,国寿安保尊利增强回报C
002720.OF,国寿安保尊利增强回报A
002804.OF,华泰柏瑞量化对冲
002702.OF,东方红汇阳C
002701.OF,东方红汇阳A
501017.SH,国泰融丰LOF
002781.OF,博时聚瑞纯债6个月
000307.OF,易方达黄金ETF联接A
673043.OF,西部利得行业主题优选C
002521.OF,永赢双利A
002782.OF,富国祥利
002681.OF,金鹰元和A
002645.OF,大成景荣C
002682.OF,金鹰元和C
161232.SZ,国投瑞盛LOF
002629.OF,招商安博C
002628.OF,招商安博A
002522.OF,永赢双利C
002644.OF,大成景荣A
165528.SZ,信诚鼎利LOF
002570.OF,兴银长禧半年定期
002755.OF,博时裕盛纯债
002775.OF,博时景兴纯债
002656.OF,南方创业板ETF联接A
002588.OF,博时银智大数据100A
002641.OF,博时安润18个月A
002642.OF,博时安润18个月C
002449.OF,民生加银量化中国
002307.OF,银华多元视野
001943.OF,前海开源沪港深汇鑫C
000959.OF,东吴鼎元双债C
000958.OF,东吴鼎元双债A
001942.OF,前海开源沪港深汇鑫A
519939.OF,长信海外收益一年人民币
002593.OF,富国美丽中国A
002640.OF,中信建投睿溢A
002693.OF,中银合利
002757.OF,招商招兴定开C
002756.OF,招商招兴定开A
002572.OF,长盛同泰C
002571.OF,长盛同泰A
002234.OF,泰信天天收益B
002235.OF,泰信天天收益E
002596.OF,华商回报1号
002733.OF,上银慧盈利B
002123.OF,北信瑞丰外延增长
002769.OF,兴业短债C
519610.OF,银河旺利A
519611.OF,银河旺利C
519612.OF,银河旺利I
002754.OF,博时裕创纯债
159948.SZ,创业板ETF南方
002196.OF,金鹰技术领先C
002719.OF,融通增祥三个月定期开放
162215.SZ,泰达聚利债券LOF
001955.OF,中欧养老产业A
002650.OF,东方红稳添利A
002345.OF,华夏高端制造A
002483.OF,富国泰利
002584.OF,富安达长盈A
002565.OF,创金合信鑫安保本A
002566.OF,创金合信鑫安保本C
002636.OF,广发集裕A
002076.OF,浙商中证500指数增强A
002637.OF,广发集裕C
002342.OF,融通增益AB
002643.OF,鹏华兴利
002794.OF,天弘永利债券E
F161616.OF,融通医疗保健行业H
002661.OF,兴业天禧
002698.OF,博时裕利纯债
002753.OF,建信嘉薪宝B
002770.OF,安信新回报A
002655.OF,南方卓享绝对收益策略
002771.OF,安信新回报C
002583.OF,泰信行业精选C
002580.OF,泰信鑫选C
002448.OF,江信汇福
002673.OF,诺德货币B
002554.OF,信达澳银纯债
002635.OF,融通增鑫A
002727.OF,华富诚鑫C
002672.OF,诺德货币A
002726.OF,华富诚鑫A
519767.OF,交银科技创新A
002750.OF,工银泰享三年
002567.OF,大成国家安全
001986.OF,前海开源人工智能
002191.OF,农银汇理物联网
002748.OF,中欧货币D
002747.OF,中欧货币C
519321.OF,浦银安盛幸福聚利C
519320.OF,浦银安盛幸福聚利A
002589.OF,山西证券保本A
002590.OF,山西证券保本C
002577.OF,南方新兴龙头
002744.OF,嘉实稳丰纯债
002225.OF,长城新视野A
002546.OF,泰康薪意保E
002226.OF,长城新视野C
002716.OF,博时裕通纯债3个月A
002601.OF,中银证券价值精选
002519.OF,博时裕景纯债
519133.OF,海富通改革驱动
002214.OF,中海沪港深价值优选
002543.OF,长城久益灵活配置A
002573.OF,建信汇利
002544.OF,长城久益灵活配置C
002607.OF,融通增裕
001983.OF,中邮低碳经济
001984.OF,摩根中国生物医药
002560.OF,诺安和鑫
002722.OF,工银财富快线B
002679.OF,工银安盈A
002680.OF,工银安盈B
165807.SZ,东吴鼎利
002562.OF,泓德泓益
002664.OF,万家瑞和A
002665.OF,万家瑞和C
002618.OF,中银裕利A
002619.OF,中银裕利C
002512.OF,长城久润A
002508.OF,华宝宝鑫一年A
002509.OF,华宝宝鑫一年C
160622.SZ,鹏华丰利LOF
002616.OF,中银益利A
002617.OF,中银益利C
002498.OF,兴业聚鑫A
002678.OF,国投瑞银和安C
002603.OF,工银瑞丰半年定开
002454.OF,九泰久稳C
002453.OF,九泰久稳A
002677.OF,国投瑞银和安A
519768.OF,交银优选回报A
519770.OF,交银优择回报A
519769.OF,交银优选回报C
519771.OF,交银优择回报C
002537.OF,平安安盈灵活配置A
002638.OF,兴业天融
002632.OF,鑫元双债增强A
002633.OF,鑫元双债增强C
002510.OF,申万菱信中证500指数增强A
002192.OF,东方鼎新C
002608.OF,博时泰和A
002609.OF,博时泰和C
002193.OF,东方利群C
002387.OF,工银沪港深A
001875.OF,前海开源沪港深优势精选A
002467.OF,国投瑞银全球债券精选人民币
002468.OF,国投瑞银全球债券精选美元现汇
002419.OF,汇添富创新活力A
002551.OF,嘉实稳泰
960029.OF,建信双息红利H
160518.SZ,博时睿远LOF
002625.OF,博时安怡6个月
002497.OF,东方盛世A
002317.OF,招商睿逸
002194.OF,北信瑞丰稳定增强
002422.OF,新华增强C
002421.OF,新华增强A
002470.OF,泰达宏利多元回报A
002471.OF,泰达宏利多元回报C
002505.OF,鹏华金鼎灵活配置C
000218.OF,国泰黄金ETF联接A
002398.OF,华安安禧灵活A
002399.OF,华安安禧灵活C
002504.OF,鹏华金鼎灵活配置A
001755.OF,嘉实新思路
002600.OF,易方达裕景添利6个月
002527.OF,南方安享绝对收益
002494.OF,兴业聚盈A
002340.OF,富国价值优势
002149.OF,嘉实新优选
002222.OF,嘉实新趋势
960028.OF,建信优选成长H
002269.OF,银华大数据
002531.OF,博时保泽保本C
002530.OF,博时保泽保本A
000479.OF,信诚惠报B
000467.OF,信诚惠报A
002174.OF,东方互联网嘉
002568.OF,博时裕发纯债
002408.OF,中信建投医改A
002592.OF,中欧纯债E
002591.OF,中欧信用增利E
002490.OF,金鹰元祺信用债
002481.OF,银华双动力
001932.OF,国寿安保灵活优选
002501.OF,银华远景
002327.OF,银华恒利C
002322.OF,银华汇利C
002326.OF,银华聚利C
002323.OF,银华稳利C
002328.OF,银华泰利C
002579.OF,融通增利
002478.OF,中欧天添A
002479.OF,中欧天添C
002256.OF,金信行业优选
001864.OF,中海魅力长三角
002476.OF,博时安瑞18个月A
002477.OF,博时安瑞18个月C
002466.OF,博时裕新纯债
001639.OF,嘉实新常态A
001640.OF,嘉实新常态C
002411.OF,华夏新机遇A
001524.OF,华泰柏瑞精选回报
002285.OF,长盛同裕纯债E
002284.OF,长盛同裕纯债C
002451.OF,平安睿享文娱C
002450.OF,平安睿享文娱A
002480.OF,东方荣家保本
002283.OF,长盛同裕纯债A
002533.OF,中加心享C
002552.OF,华夏恒利3个月定开
002489.OF,国泰民福策略价值A
002355.OF,国投瑞银岁赢利
002190.OF,农银汇理新能源主题A
002067.OF,诺安精选回报
002500.OF,德邦纯债9个月C
002407.OF,前海开源恒远
002499.OF,德邦纯债9个月A
002532.OF,中欧强盈
519766.OF,交银荣鑫
002382.OF,东海祥瑞C
002381.OF,东海祥瑞A
002536.OF,中银鑫利C
002535.OF,中银鑫利A
002303.OF,金鹰智慧生活
519951.OF,长信利泰A
002392.OF,华安全球美元收益A美元现汇
002391.OF,华安全球美元收益A人民币
002393.OF,华安全球美元收益C
002160.OF,南方转型驱动
002440.OF,中加瑞盈
002331.OF,泰康安泰回报
002452.OF,民生加银和鑫定开
002412.OF,华富安福
002507.OF,兴业定期开放C
002395.OF,鹏华丰尚A
002383.OF,大成趋势回报
002396.OF,鹏华丰尚B
002534.OF,华安稳固收益A
002553.OF,博时创业成长C
002555.OF,博时沪港深优质企业C
002272.OF,新华科技创新主题
002491.OF,银华添益
002556.OF,博时丝路主题C
002348.OF,华夏鼎新A
002349.OF,华夏鼎新I
002251.OF,华夏军工安全A
002228.OF,长城新优选C
002227.OF,长城新优选A
002397.OF,中邮增力
002557.OF,博时灵活配置C
002446.OF,广发利鑫A
002243.OF,东方金证通A
002423.OF,华宝标普美国品质美元A
001701.OF,中融产业升级
162415.SZ,美国消费LOF
002548.OF,嘉实稳瑞纯债
002549.OF,嘉实稳祥纯债A
002524.OF,兴业福益
002105.OF,博时新价值C
002104.OF,博时新价值A
002306.OF,银华合利
F217003.OF,招商安泰债券H
002487.OF,汇添富稳健添利A
002486.OF,上银慧添利
002488.OF,汇添富稳健添利C
002520.OF,招商招瑞纯债C
001917.OF,招商量化精选A
001975.OF,景顺长城环保优势
002229.OF,华夏经济转型
002415.OF,融通通盈
002212.OF,嘉实新起航A
002211.OF,嘉实新财富
673040.OF,西部利得行业主题优选A
519642.OF,银河大国智造主题A
002336.OF,创金合信尊享A
002244.OF,景顺长城低碳科技主题
002335.OF,汇丰晋信大盘波动精选C
002334.OF,汇丰晋信大盘波动精选A
002367.OF,国联安安稳
002420.OF,汇添富盈鑫灵活配置A
002513.OF,金鹰元安C
002461.OF,中银珍利A
002462.OF,中银珍利C
001694.OF,华安沪港深外延增长A
002341.OF,招商招瑞纯债A
002379.OF,工银香港中小盘人民币
002380.OF,工银香港中小盘美元
511920.SH,广发货币ETF
002442.OF,鑫元汇利
519940.OF,长信富全纯债一年C
519941.OF,长信富全纯债一年A
002308.OF,安信安盈保本A
501015.SH,财通升级混合LOF
002432.OF,天弘乐享保本
001827.OF,富国研究优选沪港深A
164812.SZ,政府债基
0024251.OF,金鹰保本C
002447.OF,博时裕安一年定开债
001954.OF,银华生态环保主题
002402.OF,南方亚洲美元债A美元现汇
002403.OF,南方亚洲美元债C美元现汇
002400.OF,南方亚洲美元债A人民币
002401.OF,南方亚洲美元债C人民币
001811.OF,中欧明睿新常态A
001859.OF,大摩纯债稳定增值A
001860.OF,大摩纯债稳定增值C
002485.OF,国联安通盈C
002358.OF,国投瑞银瑞祥A
001718.OF,工银物流产业A
002456.OF,招商安元灵活配置A
002134.OF,广发鑫裕A
002417.OF,招商丰盛稳定增长C
960021.OF,国富潜力组合H人民币
002416.OF,招商丰利C
F450005.OF,国富潜力组合H港币
F450004.OF,国富潜力组合H美元
002438.OF,创金合信尊盛
002464.OF,创金合信尊利
002492.OF,工银月月薪定期支付C
002469.OF,华泰柏瑞交易货币B
001933.OF,华商新兴活力
002445.OF,兴业丰泰
001781.OF,建信现代服务业
002410.OF,华夏新活力C
002409.OF,华夏新活力A
002263.OF,泰达宏利同顺大数据A
001918.OF,圆信永丰兴利A
001919.OF,圆信永丰兴利C
002147.OF,长安鑫益增强C
002146.OF,长安鑫益增强A
002377.OF,建信睿怡纯债A
002116.OF,广发安享A
002117.OF,广发安享C
487021.OF,工银优质精选A
002389.OF,招商安德灵活配置A
002390.OF,招商安德灵活配置C
002441.OF,德邦新添利C
470088.OF,汇添富6月红添利A
470089.OF,汇添富6月红添利C
519764.OF,交银卓越回报A
002291.OF,诺安安鑫
161033.SZ,智能汽车LOF
002437.OF,上投摩根天颐年丰C
002436.OF,上投摩根红利回报C
002095.OF,博时新收益A
163005.SZ,长信利众LOF
002173.OF,东方大健康
002305.OF,光大风格轮动A
002096.OF,博时新收益C
002168.OF,嘉实智能汽车
001970.OF,泰信鑫选A
168102.SZ,九泰锐富LOF
001803.OF,易方达瑞财E
001802.OF,易方达瑞财I
002356.OF,博时安泰18个月A
002262.OF,中银宝利C
002357.OF,博时安泰18个月C
002361.OF,国富恒瑞A
002378.OF,建信弘利A
002362.OF,国富恒瑞C
002103.OF,招商康泰
002414.OF,中银瑞利C
002413.OF,中银瑞利A
002261.OF,中银宝利A
002295.OF,广发稳安A
002201.OF,大成慧成B
002202.OF,大成慧成E
002200.OF,大成慧成A
519172.OF,浦银安盛睿智精选A
002376.OF,国寿安保核心产业
002270.OF,东吴安盈量化A
519173.OF,浦银安盛睿智精选C
002236.OF,大成互联网+大数据A
001604.OF,浙商汇金转型升级
001737.OF,大摩沪港深新价值
002300.OF,长盛医疗行业A
001401.OF,德邦如意
002324.OF,南方日添益A
001928.OF,华夏消费升级C
001927.OF,华夏消费升级A
001760.OF,嘉实创新成长
001536.OF,南方君选
002325.OF,南方日添益E
002142.OF,博时外延增长主题
001645.OF,国泰大健康A
002368.OF,国联安鑫悦A
002369.OF,国联安鑫悦C
002366.OF,国联安鑫禧C
002365.OF,国联安鑫禧A
001852.OF,融通中国风1号A
002275.OF,中邮纯债聚利C
002350.OF,华安安华A
1612311.OF,国投瑞银双债丰利C
002418.OF,汇添富优选回报C
1612301.SZ,丰利A类
002245.OF,泰康稳健增利A
002274.OF,中邮纯债聚利A
001717.OF,工银前沿医疗A
002282.OF,平安安享灵活配置A
002338.OF,兴业优债增利A
002246.OF,泰康稳健增利C
002301.OF,兴业短债A
002330.OF,兴业聚宝
166016.SZ,中欧纯债LOF
002363.OF,华安安康A
002364.OF,华安安康C
002404.OF,博时裕乾C
511820.SH,鹏华添利ETF
002318.OF,鹏华添利A
001719.OF,工银国家战略主题
001940.OF,农银汇理现代农业加
519132.OF,海富通东财大数据
002388.OF,天弘裕利A
002288.OF,中银稳进策略A
002124.OF,广发新兴产业精选A
001829.OF,北信瑞丰中国智造主题
002255.OF,长信金葵纯债一年C
001223.OF,鹏华文化传媒娱乐
002254.OF,长信金葵纯债一年A
001777.OF,德邦多元回报A
001778.OF,德邦多元回报C
001479.OF,中邮风格轮动
F050004.OF,博时精选R
001972.OF,前海开源沪港深智慧
960027.OF,博时信用债券R
960022.OF,博时裕富沪深300R
002385.OF,博时裕富沪深300C
519196.OF,万家新兴蓝筹
F050026.OF,博时医疗保健行业R
960026.OF,博时特许价值R
002266.OF,博时安和18个月A
002066.OF,景顺长城景盛双息C
002065.OF,景顺长城景盛双息A
002267.OF,博时安和18个月C
001956.OF,国联安科技动力
002250.OF,红土创新改革红利
002313.OF,泰达宏利新起点B
002314.OF,泰达宏利新思路B
002273.OF,泰达宏利创益B
002297.OF,方正富邦优选C
673050.OF,西部利得新盈A
002351.OF,易方达裕祥回报A
002210.OF,创金合信量化多因子A
002292.OF,诺安益鑫A
001709.OF,华富物联世界
519176.OF,浦银安盛消费升级C
501006.OF,汇添富中证精准医疗C
501005.SH,精准医疗LOF
002280.OF,华富安享
5010021.SH,能源互联
002152.OF,华宝核心优势A
002259.OF,鹏华健康环保
001877.OF,宝盈国家安全战略沪港深A
001605.OF,国富沪港深成长精选A
002230.OF,华夏大中华企业精选
169103.SZ,东方红睿轩定开
000497.OF,财通纯债A
002354.OF,博时裕腾
002360.OF,前海开源清洁能源C
161623.OF,融通汇财宝B
161824.OF,银华永兴C
161823.SZ,银华永兴LOF
161622.OF,融通汇财宝A
002304.OF,平安安心灵活配置A
002132.OF,广发鑫享A
002175.OF,博时裕乾A
002373.OF,大成景源C
002374.OF,大成景鹏C
002372.OF,大成景穗C
002375.OF,大成景裕C
002294.OF,博时新机遇C
002371.OF,大成景明C
002370.OF,大成景秀C
002265.OF,鑫元兴利
000189.OF,易方达丰华A
001990.OF,中欧数据挖掘多因子A
002086.OF,大成景安短融E
002296.OF,长城行业轮动A
002293.OF,南方益和灵活配置
163907.SZ,中海惠裕LOF
002339.OF,海富通安颐收益C
002337.OF,创金合信季安鑫3个月持有A
960024.OF,嘉实成长收益H
002281.OF,建信裕利
002312.OF,国寿安保稳健回报C
002309.OF,国寿安保稳恒C
960019.OF,招商行业领先H
002310.OF,创金合信沪深300指数增强A
002311.OF,创金合信中证500指数增强A
002315.OF,创金合信沪深300指数增强C
002316.OF,创金合信中证500指数增强C
002287.OF,中银美元债美元
002159.OF,东吴国企改革A
960003.OF,汇丰晋信动态策略H
002213.OF,中海顺鑫
001616.OF,嘉实环保低碳
002239.OF,华安乐惠保本C
002238.OF,华安乐惠保本A
002197.OF,国泰鑫策略价值灵活
002224.OF,中邮绝对收益策略
001714.OF,工银文体产业A
001761.OF,广发安宏回报A
001762.OF,广发安宏回报C
002286.OF,中银美元债人民币
002108.OF,广发安富回报C
002107.OF,广发安富回报A
000984.OF,民生加银新收益A
000987.OF,民生加银新收益C
002271.OF,招商安弘灵活配置
202213.OF,南方核心竞争
519762.OF,交银裕通纯债A
519763.OF,交银裕通纯债C
002242.OF,国投瑞银瑞兴
002268.OF,兴业丰利
002020.OF,国都创新驱动
002085.OF,长盛互联网+
511960.SH,嘉实快线ETF
960041.OF,华泰柏瑞量化增强H
002223.OF,中邮尊享一年定期
002215.OF,招商招益一年定期开放
720003.OF,财通收益增强A
001787.OF,中欧骏盈A
001788.OF,中欧骏盈B
002248.OF,前海联合海盈货币B
002247.OF,前海联合海盈货币A
001979.OF,南方沪港深价值主题
002048.OF,博时安誉18个月
001795.OF,上投摩根文体休闲
001740.OF,光大中国制造2025A
002240.OF,德邦增利A
002220.OF,南方瑞利
002241.OF,德邦增利B
002182.OF,东兴蓝海财富
001713.OF,华润元大中创100
002279.OF,浙商惠盈纯债A
470021.OF,汇添富优选回报A
002185.OF,泓德泓利B
002184.OF,泓德泓利A
001681.OF,新华积极价值
161229.SZ,国投中国价值LOF
001991.OF,农银汇理天天利A
002074.OF,圆信永丰兴融C
002073.OF,圆信永丰兴融A
001992.OF,农银汇理天天利B
960000.OF,汇丰晋信大盘H
001959.OF,华商乐享互联A
001985.OF,富国低碳新经济A
002209.OF,博时境源保本C
002208.OF,博时境源保本A
002172.OF,海富通新内需C
519644.OF,银河智联主题A
002138.OF,泓德裕泰A
002139.OF,泓德裕泰C
002290.OF,大成景辉C
002260.OF,中信建投添鑫宝A
001716.OF,工银新趋势A
001994.OF,华安年年红C
001997.OF,工银新趋势C
001967.OF,华宝转型升级
002183.OF,广发天天红B
002249.OF,招商境远
001963.OF,中欧天禧纯债
001575.OF,兴银稳健
002156.OF,长盛盛世A
002157.OF,长盛盛世C
002195.OF,中银机构现金管理A
002219.OF,南方弘利C
002218.OF,南方弘利
001521.OF,国寿安保成长优选A
002252.OF,融通成长30AB
001664.OF,平安鑫安A
001665.OF,平安鑫安C
001849.OF,前海开源强势共识100强
002231.OF,华夏新趋势A
002232.OF,华夏新趋势C
001652.OF,德邦纯债18个月A
001653.OF,德邦纯债18个月C
001763.OF,广发多策略
001949.OF,建信稳定丰利C
001948.OF,建信稳定丰利A
002077.OF,浙商日添利A
002078.OF,浙商日添利B
001837.OF,前海开源沪港深蓝筹A
001910.OF,泰康新机遇
001953.OF,光大尊尚一年C
002145.OF,诺安景鑫
001952.OF,光大尊尚一年A
001842.OF,九泰日添金A
001843.OF,九泰日添金B
001635.OF,万家瑞益A
001636.OF,万家瑞益C
519055.OF,海富通双利
001637.OF,嘉实量化精选
960017.OF,交银稳健配置H
165527.OF,信诚新旺回报C
001794.OF,兴银朝阳
960025.OF,嘉实研究精选H
002178.OF,嘉实新起点C
002233.OF,工银丰收回报C
002206.OF,博时裕康纯债
164206.SZ,天弘添利LOF
002198.OF,博时裕达纯债
001935.OF,国泰全球绝对收益美元现汇
001936.OF,国泰全球绝对收益人民币
001934.OF,国泰全球绝对收益美元现钞
002237.OF,大成景沛C
400018.OF,东方启明量化先锋
000944.OF,工银中高等级信用债B
000943.OF,工银中高等级信用债A
001869.OF,招商制造业转型A
001951.OF,金鹰改革红利
002188.OF,鹏华丰华
002207.OF,前海开源金银珠宝C
002169.OF,永赢稳益
001444.OF,易方达瑞选E
001545.OF,博时裕嘉三个月
001607.OF,英大策略优选A
001915.OF,宝盈医疗健康沪港深
001608.OF,英大策略优选C
001443.OF,易方达瑞选I
001726.OF,汇添富新兴消费A
002027.OF,中加心享A
001922.OF,国泰多策略收益灵活
002137.OF,诺安利鑫A
001801.OF,汇添富达欣A
001838.OF,国投瑞银国家安全A
002165.OF,汇添富达欣C
002097.OF,国富新价值A
002098.OF,国富新价值C
519960.OF,长信利广C
519962.OF,长信利盈C
002199.OF,前海开源中证军工C
511930.SH,中融日盈货币ETF
001921.OF,景顺长城景颐宏利C
001920.OF,景顺长城景颐宏利A
001582.OF,大成景辉A
002143.OF,博时裕坤纯债3个月
002186.OF,国联安鑫享C
002187.OF,国联安鑫富C
001688.OF,嘉实新起点A
002150.OF,博时裕和纯债
002042.OF,国投瑞银新成长C
001671.OF,长城新策略C
002041.OF,国投瑞银新成长A
001670.OF,长城新策略A
002170.OF,东吴移动互联C
002167.OF,南方顺康
000342.OF,嘉实新兴市场A1
002148.OF,国寿安保稳惠
000341.OF,嘉实新兴市场C2
001677.OF,中银战略新兴产业A
002158.OF,汇添富安鑫智选C
001796.OF,汇添富安鑫智选A
001846.OF,国寿安保稳健回报A
001861.OF,富安达健康人生A
960013.OF,汇添富价值精选O
960015.OF,汇添富医药保健O
960014.OF,汇添富民营活力O
002109.OF,博时裕丰3个月
001924.OF,华夏国企改革
002046.OF,信诚新锐回报B
002019.OF,鹏华弘安C
002018.OF,鹏华弘安A
001686.OF,安信新动力A
001687.OF,安信新动力C
002092.OF,国富新增长A
001982.OF,富国收益宝B
001981.OF,富国收益宝A
511900.SH,富国货币ETF
002081.OF,大成景沛A
002093.OF,国富新增长C
001999.OF,博时安荣18个月
001899.OF,东海中证社会发展安全
001522.OF,博时新策略A
001987.OF,东方金元宝
001964.OF,诺安泰鑫一年C
002110.OF,中海中鑫
001523.OF,博时新策略C
002166.OF,华夏永福C
002026.OF,广发聚盛C
002025.OF,广发聚盛A
519944.OF,长信富安纯债半年C
519945.OF,长信富安纯债半年A
001976.OF,海富通一年定期开放C
002162.OF,东方新价值C
519177.OF,浦银安盛盛世精选C
002163.OF,东方惠新C
002082.OF,华泰柏瑞激励动力C
002141.OF,建信鑫丰回报C
002079.OF,前海开源中国稀缺资产C
002088.OF,国富新机遇C
002087.OF,国富新机遇A
002091.OF,华泰柏瑞新利C
001993.OF,博时裕泰纯债
002015.OF,南方荣光A
001814.OF,新华阿鑫二号保本
001570.OF,南方利安A
002016.OF,南方荣光C
002056.OF,中银新财富C
002008.OF,博时裕晟纯债
002057.OF,中银新机遇A
002058.OF,中银新机遇C
002102.OF,创金合信转债精选C
002054.OF,中银新财富A
001580.OF,南方利安C
001507.OF,景顺长城泰和回报C
002101.OF,创金合信转债精选A
519760.OF,交银新回报C
519759.OF,交银周期回报C
002094.OF,华泰柏瑞中国制造2025C
519761.OF,交银多策略回报C
002144.OF,华安新优选C
001808.OF,银华互联网主题A
002017.OF,招商瑞丰C
002053.OF,诺安优势行业C
002035.OF,安信平稳增长C
002052.OF,诺安稳健回报C
002051.OF,诺安创新驱动C
519648.OF,银河泰利I
001734.OF,广发百发大数据策略成长A
001735.OF,广发百发大数据策略成长E
002049.OF,融通新机遇
002036.OF,安信优势增长C
001655.OF,大摩多元收益18个月
002072.OF,长安鑫利优选C
002009.OF,中欧瑾通A
002010.OF,中欧瑾通C
002029.OF,安信动态策略C
001939.OF,光大睿鑫A
002075.OF,光大睿鑫C
519022.OF,国泰金泰C
002013.OF,中欧琪丰A
001387.OF,中融新经济A
001388.OF,中融新经济C
001896.OF,泰达宏利绝对收益策略
002040.OF,国投瑞银新收益C
002039.OF,国投瑞银新收益A
001585.OF,国投瑞银新活力定开C
001597.OF,招商丰融A
001584.OF,国投瑞银新活力定开A
001598.OF,招商丰融C
001840.OF,招商丰享C
160226.OF,国泰民益C
001502.OF,招商丰裕C
001501.OF,招商丰裕A
001841.OF,招商丰享A
002014.OF,中欧琪丰C
960016.OF,交银成长H
519947.OF,长信利保A
002112.OF,德邦鑫星价值C
001729.OF,银华逆向投资
519647.OF,银河鸿利I
519646.OF,银河鑫利I
002080.OF,前海开源一带一路C
001904.OF,光大欣鑫C
001903.OF,光大欣鑫A
002055.OF,国泰兴益C
002071.OF,长安产业精选C
001945.OF,东方红信用债A
001946.OF,东方红信用债C
002113.OF,德邦纯债C
001977.OF,创金合信聚财保本
002047.OF,信诚新鑫回报B
001941.OF,融通通源短融B
002059.OF,国泰浓益C
002045.OF,国泰生益C
002061.OF,国泰安康定期支付C
002062.OF,国泰国策驱动C
001905.OF,华安安益A
002106.OF,德邦福鑫C
002030.OF,信诚新选回报B
002063.OF,国泰沪深300指数增强C
002028.OF,九泰天宝C
002060.OF,东方新策略C
001822.OF,华商智能生活A
001971.OF,博时产业债C
002068.OF,东方多策略C
002043.OF,天治研究驱动C
001574.OF,中海混改红利主题
001914.OF,中信建投聚利A
001823.OF,光大鼎鑫C
001224.OF,中邮新思路
001866.OF,北信瑞丰新成长
001705.OF,泓德战略转型
001912.OF,中欧强势多策略
001897.OF,九泰久盛量化先锋A
001613.OF,长城久祥A
519758.OF,交银丰硕收益C
001893.OF,华宝现金添益B
001961.OF,博时裕荣纯债
001892.OF,长盛新兴成长
001960.OF,兴银瑞益纯债
001821.OF,兴全天添益B
001820.OF,兴全天添益A
001895.OF,泰达宏利活期友B
001543.OF,宝盈新锐A
001973.OF,光大耀钱包A
001894.OF,泰达宏利活期友A
001848.OF,国寿安保尊盈一年C
001847.OF,国寿安保尊盈一年A
001938.OF,中欧时代先锋A
001863.OF,东方红收益增强C
001862.OF,东方红收益增强A
960031.OF,浦银安盛价值成长H
001925.OF,兴业鑫天盈A
001926.OF,兴业鑫天盈B
001937.OF,兴银现金增利
001929.OF,华夏收益宝A
001930.OF,华夏收益宝B
001858.OF,建信鑫利
001815.OF,华泰柏瑞激励动力A
001736.OF,圆信永丰优加生活
001908.OF,国投瑞银境煊C
000326.OF,南方中小盘成长
001950.OF,鹏华丰泰B
001907.OF,国投瑞银境煊A
001650.OF,工银丰收回报A
001569.OF,泰信国策驱动
001865.OF,前海开源事件驱动C
001906.OF,东方红6个月定开
001911.OF,博时裕恒纯债
001486.OF,天弘鑫安宝
001909.OF,创金合信货币A
001931.OF,国寿安保鑫钱包A
001766.OF,摩根医疗健康A
001779.OF,中融稳健添利
001389.OF,中融鑫视野A
001390.OF,中融鑫视野C
001916.OF,新沃通宝A
511980.SH,现金添富ETF
001212.OF,华润元大稳健收益A
001213.OF,华润元大稳健收益C
960008.OF,景顺长城核心竞争力H
960030.OF,华泰柏瑞积极成长H
960020.OF,南方优选价值H
001888.OF,中欧盛世成长E
001886.OF,中欧行业成长E
001881.OF,中欧新趋势E
001882.OF,中欧价值发现E
001883.OF,中欧新动力E
001885.OF,中欧新蓝筹E
0018841.OF,中欧300E
001889.OF,中欧增强回报E
150286.OF,中融中证白酒B
168202.OF,中融中证白酒
150285.OF,中融中证白酒A
001691.OF,南方香港成长
001644.OF,汇丰晋信智造先锋C
001830.OF,融通跨界成长
001451.OF,东方稳定增利C
001643.OF,汇丰晋信智造先锋A
001450.OF,东方稳定增利A
519953.OF,长信富海纯债一年C
001810.OF,中欧潜力价值A
001546.OF,博时裕盈三个月
001870.OF,前海开源货币A
001871.OF,前海开源货币B
001235.OF,中银国有企业债A
001845.OF,国寿安保稳恒A
001621.OF,国金金腾通C
001868.OF,招商产业C
001776.OF,中欧兴利A
001739.OF,中融融安二号
960011.OF,中银持续增长H
960012.OF,中银收益H
001867.OF,诺安聚鑫宝D
001826.OF,国寿安保增金宝A
001791.OF,大成绝对收益A
001799.OF,泰康新回报C
001792.OF,大成绝对收益C
